target,relatedWord,pinyin,meaning,level
欠,欠缺,qiàn quē,thiếu,7
次,上次,shàng cì,lần trước,1
次,下次,xià cì,lần sau,1
次,其次,qí cì,kế tiếp,3
次,多次,duō cì,nhiều lần,4
次,屡次,lǚ cì,nhiều lần,4
次,次要,cì yào,ít quan trọng hơn,5
次,名次,míng cì,vị trí trong danh sách,6
次,层次,céng cì,cấp độ,6
次,次序,cì xù,trật tự,6
次,次数,cì shù,số lần,6
次,此次,cǐ cì,lần này,6
次,首次,shǒu cì,lần đầu tiên,6
次,一次性,yī cì xìng,dùng một lần,6
次,人次,rén cì,lượt người,7
次,初次,chū cì,lần đầu tiên,7
欢,喜欢,xǐ huan,thích,1
欢,欢迎,huān yíng,hoan nghênh,1
欢,联欢,lián huān,tổ chức cuộc gặp thân mật,1
欢,联欢会,lián huān huì,"Buổi liên hoan, tiệc mừng",1
欢,欢乐,huān lè,vui vẻ,3
欢,欢呼,huān hū,hoan hô,7
欢,欢快,huān kuài,vui vẻ và nhẹ nhàng,7
欢,欢悦,huān yuè,"Vui sướng, hân hoan",7
欢,欢聚,huān jù,cuộc gặp gỡ vui vẻ,7
欢,狂欢,kuáng huān,vui chơi,7
欢,狂欢节,kuáng huān jié,lễ hội hóa trang,7
欢,悲欢离合,bēi huān lí hé,những thăng trầm của cuộc sống,7
欢,欢声笑语,huān shēng xiào yǔ,tiếng cười vui vẻ,7
欢,欢天喜地,huān tiān xǐ dì,"vui như trẩy hội, vui mừng khôn xiết",7
欢,讨人喜欢,tǎo rén xǐ huan,quyến rũ,7
欣,欣赏,xīn shǎng,ngưỡng mộ,3
欣,欣慰,xīn wèi,hài lòng,6
欣,欣欣向荣,xīn xīn xiàng róng,phồn thịnh,6
欣,欣喜,xīn xǐ,vui mừng,7
欧,欧美,ōu měi,Âu Mỹ (Châu Âu và Châu Mỹ),1
欧,欧洲,Ōu zhōu,Châu Âu,2
欲,欲望,yù wàng,khao khát,3
欲,食欲,shí yù,sự thèm ăn,6
欲,物欲横流,wù yù héng liú,"vật chất tràn lan, ham muốn vật chất ngập tràn",6
欲,摇摇欲坠,yáo yáo yù zhuì,lung lay và sụp đổ,7
欲,随心所欲,suí xīn suǒ yù,tùy ý,7
欲,欲念,yù niàn,"dục vọng, ham muốn",8
欺,欺侮,qī wǔ,"Bắt nạt, ức hiếp, lấn át",3
欺,欺负,qī fu,bắt nạt,6
欺,欺骗,qī piàn,lừa dối,6
欺,欺诈,qī zhà,lừa đảo,7
款,付款,fù kuǎn,thanh toán,4
款,贷款,dài kuǎn,cung cấp hoặc yêu cầu một khoản vay; cho vay,4
款,罚款,fá kuǎn,phạt tiền,5
款,取款,qǔ kuǎn,rút tiền,6
款,捐款,juān kuǎn,quyên góp tiền,6
款,条款,tiáo kuǎn,điều khoản,6
款,款式,kuǎn shì,kiểu dáng,6
款,取款机,qǔ kuǎn jī,máy ATM,6
款,借款,jiè kuǎn,"Tiền vay, khoản vay; vay tiền",7
款,公款,gōng kuǎn,tiền công cộng,7
款,大款,dà kuǎn,đại gia,7
款,拨款,bō kuǎn,phân bổ quỹ,7
款,新款,xīn kuǎn,kiểu dáng mới,7
款,款项,kuǎn xiàng,quỹ,7
款,还款,huán kuǎn,hoàn trả,7
歉,抱歉,bào qiàn,rất tiếc,4
歉,歉疚,qiàn jiù,"cảm thấy có lỗi, hối hận",4
歉,道歉,dào qiàn,xin lỗi,4
歉,歉意,qiàn yì,lời xin lỗi,7
歌,唱歌,chàng gē,hát,1
歌,歌曲,gē qǔ,bài hát,1
歌,歌词,gē cí,lời bài hát,1
歌,民歌,mín gē,dân ca,1
歌,歌喉,gē hóu,"giọng hát (hay), tiếng hát",3
歌,歌声,gē shēng,âm thanh của bài hát,3
歌,歌手,gē shǒu,ca sĩ,3
歌,歌迷,gē mí,người hâm mộ ca sĩ,3
歌,国歌,guó gē,quốc ca,6
歌,歌唱,gē chàng,hát,6
歌,歌星,gē xīng,ca sĩ ngôi sao,6
歌,歌颂,gē sòng,tán dương,6
歌,儿歌,ér gē,"Bài hát thiếu nhi, đồng dao",7
歌,凯歌,kǎi gē,bài ca chiến thắng,7
歌,歌剧,gē jù,nhạc kịch,7
止,停止,tíng zhǐ,dừng lại,2
止,防止,fáng zhǐ,ngăn ngừa,3
止,禁止,jìn zhǐ,cấm,4
止,阻止,zǔ zhǐ,ngăn chặn,5
止,不止,bù zhǐ,hơn,6
止,制止,zhì zhǐ,ngăn chặn,6
止,截止,jié zhǐ,dừng lại,6
止,终止,zhōng zhǐ,kết thúc,6
止,迄今为止,qì jīn wéi zhǐ,từ thời gian này đến thời gian khác,6
止,中止,zhōng zhǐ,tạm dừng,7
止,举止,jǔ zhǐ,cử chỉ,7
止,止咳,zhǐ ké,ngừng ho,7
止,止步,zhǐ bù,dừng lại,7
止,止血,zhǐ xuè,cầm máu,7
止,静止,jìng zhǐ,đứng yên,7
正,正在,zhèng zài,đang,1
正,反正,fǎn zhèng,dù sao,2
正,正好,zhèng hǎo,vừa đúng,2
正,正常,zhèng cháng,bình thường,2
正,正是,zhèng shì,chính xác là,2
正,正点,zhèng diǎn,"Đúng giờ, đúng kế hoạch",2
正,正确,zhèng què,đúng,2
正,真正,zhēn zhèng,thực sự,2
正,正式,zhèng shì,chính thức,3
正,改正,gǎi zhèng,sửa chữa,4
正,正版,zhèng bǎn,bản sao hợp pháp,5
正,更正,gēng zhèng,chỉnh sửa,6
正,正宗,zhèng zōng,chính thống,6
正,正当,zhèng dàng,phù hợp,6
正,正气,zhèng qì,trung thực,6
此,从此,cóng cǐ,từ đó,4
此,因此,yīn cǐ,vì vậy,4
此,此外,cǐ wài,ngoài ra,4
此,彼此,bǐ cǐ,lẫn nhau,5
此,为此,wèi cǐ,vì lý do này,6
此,如此,rú cǐ,như vậy,6
此,此事,cǐ shì,việc này,6
此,此前,cǐ qián,trước khi,6
此,此处,cǐ chù,địa điểm này,6
此,此次,cǐ cì,lần này,6
此,此致,cǐ zhì,với lời chào,6
此,据此,jù cǐ,theo đó,7
此,此刻,cǐ kè,lúc này,7
此,至此,zhì cǐ,tại thời điểm này,7
此,与此同时,yǔ cǐ tóng shí,đồng thời,7
步,散步,sàn bù,đi dạo,1
步,跑步,pǎo bù,chạy bộ,1
步,进步,jìn bù,tiến bộ,2
步,初步,chū bù,ban đầu,3
步,进一步,jìn yī bù,tiếp tục,3
步,步入,bù rù,bước vào,4
步,步枪,bù qiāng,súng trường,4
步,步行,bù xíng,đi bộ,4
步,逐步,zhú bù,từng bước,4
步,脚步,jiǎo bù,bước chân,5
步,让步,ràng bù,nhượng bộ,5
步,退步,tuì bù,tụt hậu,5
步,地步,dì bù,mức độ,6
步,步伐,bù fá,bước chân,6
步,同步,tóng bù,đồng bộ hóa,7
武,武器,wǔ qì,vũ khí,3
武,武术,wǔ shù,wushu,3
武,步武,bù wǔ,"Noi gương, bắt chước",7
武,武力,wǔ lì,bạo lực,7
武,武装,wǔ zhuāng,vũ trang,7
武,核武器,hé wǔ qì,vũ khí hạt nhân,7
武,威武,wēi wǔ,"uy vũ, hùng dũng, oai phong",8
武器,核武器,hé wǔ qì,vũ khí hạt nhân,7
歧,分歧,fēn qí,"phân kỳ, bất đồng",6
歧,歧视,qí shì,phân biệt; kỳ thị,6
歪,歪歪曲曲,wāi wāi qū qū,"ngoằn ngoèo, cong queo",5
歪,歪曲,wāi qū,xuyên tạc,7
歪曲,歪歪曲曲,wāi wāi qū qū,"ngoằn ngoèo, cong queo",5
歹,歹徒,dǎi tú,tội phạm,6
歹,好歹,hǎo dǎi,tốt và xấu,7
死,死亡,sǐ wáng,chết,5
死,死记硬背,sǐ jì yìng bèi,"học vẹt, học thuộc lòng một cách máy móc",5
死,猝死,cù sǐ,đột tử,6
死,死心,sǐ xīn,bỏ cuộc,7
死,生死,shēng sǐ,sống chết,7
死,死心塌地,sǐ xīn tā dì,quyết tâm,7
死心,死心塌地,sǐ xīn tā dì,quyết tâm,7
歼,歼灭,jiān miè,tiêu diệt,7
殃,殃及,yāng jí,"Gây tai họa/ảnh hưởng đến, liên lụy đến",7
殃,遭殃,zāo yāng,chịu thảm họa,7
殊,特殊,tè shū,đặc biệt,4
殊,悬殊,xuán shū,chênh lệch lớn,6
残,残疾,cán jí,khuyết tật,3
残,残酷,cán kù,tàn nhẫn,5
残,摧残,cuī cán,tàn phá,6
残,残忍,cán rěn,tàn nhẫn,6
残,残留,cán liú,còn lại,6
残,残疾人,cán jí rén,người khuyết tật,6
残,伤残,shāng cán,tàn tật,7
残,凶残,xiōng cán,tàn nhẫn,7
残,残害,cán hài,"tàn hại, hủy hoại, làm hại nghiêm trọng",7
残,残缺,cán quē,hư hại nặng,7
残,残羹剩炙,cán gēng shèng zhì,"Cơm thừa canh cặn, đồ ăn thừa",7
残疾,残疾人,cán jí rén,người khuyết tật,6
殖,繁殖,fán zhí,sinh sản,6
殖,养殖,yǎng zhí,nuôi trồng,7
殖,生殖,shēng zhí,sinh sản (sinh học),7
殖,殖民地,zhí mín dì,thuộc địa,7
殴,殴打,ōu dǎ,đánh đập,6
段,阶段,jiē duàn,giai đoạn,4
段,身段,shēn duàn,dáng người; điệu bộ,5
段,地段,dì duàn,khu vực,7
段,时段,shí duàn,khoảng thời gian,7
段,段落,duàn luò,đoạn văn,7
段,片段,piàn duàn,đoạn trích,7
段,路段,lù duàn,đoạn,7
殷,殷勤,yīn qín,niềm nở,7
殿,宫殿,gōng diàn,cung điện,7
殿,殿堂,diàn táng,cung điện,7
毁,毁灭,huǐ miè,hủy diệt,6
毁,销毁,xiāo huǐ,phá hủy,6
毁,摧毁,cuī huǐ,phá hủy,7
毁,毁坏,huǐ huài,phá hủy,7
毁,烧毁,shāo huǐ,cháy rụi,7
毅,刚毅,gāng yì,kiên định,7
毅,毅力,yì lì,ý chí,7
毅,毅然,yì rán,kiên quyết,7
母,母亲,mǔ qīn,mẹ,2
母,母校,mǔ xiào,"Trường cũ, trường mẹ, alma mater",2
母,父母,fù mǔ,cha mẹ,2
母,字母,zì mǔ,chữ cái,4
母,母爱,mǔ ài,Tình mẫu tử,4
母,母语,mǔ yǔ,tiếng mẹ đẻ,5
母,伯母,bó mǔ,bác gái,6
母,岳母,yuè mǔ,mẹ vợ,6
母,母女,mǔ nǚ,mẹ và con gái,6
母,母子,mǔ zǐ,mẹ và con,6
母,母鸡,mǔ jī,gà mái,6
母,祖母,zǔ mǔ,bà nội,6
母,母本,mǔ běn,"bản gốc, cây mẹ (trong sinh học), nguồn gốc",7
母,生母,shēng mǔ,"Mẹ ruột, mẹ đẻ",7
母,继母,jì mǔ,mẹ kế,7
每,每当,měi dāng,bất cứ khi nào,7
每,每逢,měi féng,mỗi lần,7
毒,中毒,zhòng dú,ngộ độc,5
毒,有毒,yǒu dú,độc hại,5
毒,杀毒,shā dú,diệt virus,5
毒,消毒,xiāo dú,khử trùng,5
毒,病毒,bìng dú,vi-rút,5
毒,吸毒,xī dú,dùng ma túy,6
毒,毒品,dú pǐn,ma túy,6
比,比如,bǐ rú,ví dụ,1
比,比赛,bǐ sài,thi đấu,1
比,比较,bǐ jiào,tương đối,1
比,比如说,bǐ rú shuō,ví dụ như,2
比,比例,bǐ lì,tỷ lệ,3
比,相比,xiāng bǐ,so sánh,3
比,比一比,bǐ yī bǐ,so sánh,3
比,比方说,bǐ fang shuō,"Ví dụ, chẳng hạn",3
比,对比,duì bǐ,tương phản,4
比,比分,bǐ fēn,tỷ số,4
比,无比,wú bǐ,không gì sánh được,6
比,比喻,bǐ yù,phép ẩn dụ,6
比,比方,bǐ fang,ví dụ,6
比,比重,bǐ zhòng,tỷ trọng,6
比,好比,hǎo bǐ,giống như,7
比如,比如说,bǐ rú shuō,ví dụ như,2
比方,比方说,bǐ fang shuō,"Ví dụ, chẳng hạn",3
毕,毕业,bì yè,tốt nghiệp,1
毕,毕竟,bì jìng,sau tất cả,3
毕,毕业生,bì yè shēng,sinh viên tốt nghiệp,4
毕,完毕,wán bì,hoàn thành,6
毕业,毕业生,bì yè shēng,sinh viên tốt nghiệp,4
毙,枪毙,qiāng bì,bắn chết,7
毛,毛病,máo bing,khuyết điểm,1
毛,毛衣,máo yī,áo len,1
毛,发毛,fā máo,"nổi da gà, sởn gai ốc; lo lắng, hoang mang",3
毛,羽毛球,yǔ máo qiú,cầu lông,3
毛,毛巾,máo jīn,khăn,4
毛,毛孔,máo kǒng,Lỗ chân lông,5
毛,眉毛,méi mao,lông mày,5
毛,羊毛,yáng máo,Lông cừu,6
毛,毛线,máo xiàn,"sợi len, len (dùng để đan, móc)",7
毛,出毛病,chū máo bing,gặp trục trặc,7
毛,一毛不拔,yī máo bù bá,cực kỳ keo kiệt,7
毛,羽毛,yǔ máo,lông vũ,8
毛病,出毛病,chū máo bing,gặp trục trặc,7
毫,毫无,háo wú,hoàn toàn không,3
毫,毫升,háo shēng,mililit,4
毫,毫米,háo mǐ,milimét,4
毫,丝毫,sī háo,một chút,5
毫,毫不,háo bù,không chút nào,6
毫,毫不犹豫,háo bù yóu yù,không hề do dự,7
毫不,毫不犹豫,háo bù yóu yù,không hề do dự,7
毯,地毯,dì tǎn,thảm,5
毯,毯子,tǎn zi,chăn,7
氏,摄氏度,shè shì dù,độ C,6
氏,姓氏,xìng shì,họ,7
民,民歌,mín gē,dân ca,1
民,农民,nóng mín,nông dân,2
民,居民,jū mín,cư dân,2
民,民族,mín zú,dân tộc,2
民,人民,rén mín,nhân dân,3
民,公民,gōng mín,công dân,3
民,民间,mín jiān,dân gian,3
民,人民币,rén mín bì,nhân dân tệ,3
民,中华民族,Zhōng huá mín zú,dân tộc Trung Quốc,3
民,移民,yí mín,di cư; dân di cư,4
民,民居,mín jū,"nhà dân, nhà ở của người dân",5
民,难民,nàn mín,người tị nạn,5
民,市民,shì mín,công dân,6
民,民主,mín zhǔ,dân chủ,6
民,民工,mín gōng,lao động nhập cư,6
民工,农民工,nóng mín gōng,công nhân di cư,7
民族,中华民族,Zhōng huá mín zú,dân tộc Trung Quốc,3
氓,流氓,liú máng,kẻ côn đồ,6
气,天气,tiān qì,thời tiết,1
气,客气,kè qi,lịch sự,1
气,生气,shēng qì,nổi giận,1
气,空气,kōng qì,không khí,1
气,不客气,bù kè qi,không có chi,1
气,别客气,bié kè qi,"Đừng khách sáo, đừng ngại",1
气,叹气,tàn qì,thở dài,2
气,气温,qì wēn,nhiệt độ không khí,2
气,发脾气,fā pí qì,nổi giận,2
气,晦气,huì qì,"Xui xẻo, đen đủi; vận rủi",3
气,气候,qì hòu,khí hậu,3
气,气氛,qì fēn,không khí,3
气,傻里傻气,shǎ li shǎ qì,"Ngây ngô, khờ khạo, ngớ ngẩn",3
气,力气,lì qì,sức mạnh,4
气,勇气,yǒng qì,dũng cảm,4
气球,热气球,rè qì qiú,khinh khí cầu,7
氛,气氛,qì fēn,không khí,3
氛,氛围,fēn wéi,bầu không khí,7
氧,氧气,yǎng qì,oxy,6
氧,二氧化碳,èr yǎng huà tàn,khí cacbonic,6
水,水果,shuǐ guǒ,trái cây,1
水,冰水,bīng shuǐ,nước đá; nước lạnh,2
水,水平,shuǐ píng,"mức độ, tiêu chuẩn",2
水,药水,yào shuǐ,thuốc nước,2
水,酒水,jiǔ shuǐ,đồ uống có cồn,2
水,凉水,liáng shuǐ,nước lạnh,3
水,淡水,dàn shuǐ,nước ngọt,3
水,矿泉水,kuàng quán shuǐ,nước khoáng,3
水,口水,kǒu shuǐ,nước bọt,4
水,开水,kāi shuǐ,nước sôi,4
水,水仙,shuǐ xiān,hoa thủy tiên,4
水,水土,shuǐ tǔ,Đất đai và nước; thổ nhưỡng,4
水,水烟,shuǐ yān,Thuốc lào (hút qua nước),4
水,汽水,qì shuǐ,nước ngọt,4
水,泪水,lèi shuǐ,nước mắt,4
永,永远,yǒng yuǎn,mãi mãi,2
永,永世长存,yǒng shì cháng cún,"Muôn đời tồn tại, vĩnh viễn trường tồn",3
永,永恒,yǒng héng,vĩnh cửu,6
永,永不,yǒng bù,không bao giờ,7
永,永久,yǒng jiǔ,vĩnh viễn,7
汁,果汁,guǒ zhī,nước ép trái cây,1
汁,橙汁,chéng zhī,nước cam,7
汁,原汁原味,yuán zhī yuán wèi,hương vị gốc,7
求,要求,yāo qiú,yêu cầu; yêu cầu,2
求,请求,qǐng qiú,yêu cầu,2
求,追求,zhuī qiú,theo đuổi,2
求,祈求,qí qiú,"Cầu xin, cầu khẩn",3
求,需求,xū qiú,nhu cầu,3
求,征求,zhēng qiú,tìm kiếm,4
求,力求,lì qiú,cố gắng hết sức,6
求,求职,qiú zhí,tìm việc,6
求,谋求,móu qiú,tìm kiếm,6
求,供不应求,gōng bù yìng qiú,cầu vượt cung,6
求,实事求是,shí shì qiú shì,cầu thị,6
求,急于求成,jí yú qiú chéng,nôn nóng đạt kết quả,6
求,精益求精,jīng yì qiú jīng,không ngừng cải tiến,6
求,供求,gōng qiú,cung và cầu,7
求,呼求,hū qiú,van xin,7
汇,词汇,cí huì,từ vựng,2
汇,交汇,jiāo huì,"giao nhau, gặp nhau, hợp lưu",4
汇,外汇,wài huì,ngoại hối,4
汇,汇报,huì bào,báo cáo,4
汇,汇率,huì lǜ,tỷ giá,4
汇,汇合,huì hé,hợp lại,7
汇,汇聚,huì jù,tụ họp,7
汇,汇集,huì jí,thu thập,7
汉,汉字,hàn zì,chữ Hán,1
汉,汉语,hàn yǔ,tiếng Trung,1
汉,老汉,lǎo hàn,ông già,7
汗,流汗,liú hàn,đổ mồ hôi,4
汗,出汗,chū hàn,ra mồ hôi,5
汗,汗腺,hàn xiàn,tuyến mồ hôi,5
汗,汗水,hàn shuǐ,mồ hôi,7
汛,防汛,fáng xùn,phòng chống lũ,7
江,长江,Cháng jiāng,Trường Giang,2
江,丽江,Lì jiāng,Lệ Giang (tên thành phố),6
池,池塘,chí táng,ao,5
池,电池,diàn chí,"pin, ắc quy",5
池,游泳池,yóu yǒng chí,bể bơi,5
污,污染,wū rǎn,ô nhiễm,4
污,污蔑,wū miè,vu khống,6
污,污秽,wū huì,dơ bẩn,7
污,贪污,tān wū,tham ô,7
汤,汤圆,tāng yuán,bánh trôi nước,7
汪,汪洋,wāng yáng,đại dương mênh mông,7
汰,淘汰,táo tài,loại bỏ,6
汰,优胜劣汰,yōu shēng liè tài,sự sống sót của kẻ mạnh nhất,6
汹,汹涌,xiōng yǒng,dâng trào dữ dội,7
汽,汽车,qì chē,xe ô tô,1
汽,公共汽车,gōng gòng qì chē,xe buýt,1
汽,汽水,qì shuǐ,nước ngọt,4
汽,汽油,qì yóu,xăng,4
汽,蒸汽机,zhēng qì jī,"động cơ hơi nước, máy hơi nước",8
汽车,公共汽车,gōng gòng qì chē,xe buýt,1
沃,肥沃,féi wò,màu mỡ,6
沉,沉重,chén zhòng,nặng,4
沉,沉默,chén mò,im lặng,4
沉,沉着,chén zhuó,bình tĩnh,6
沉,沉闷,chén mèn,ngột ngạt,6
沉,深沉,shēn chén,sâu lắng và thanh bình,6
沉,沉思,chén sī,trầm tư,7
沉,沉浸,chén jìn,ngâm mình,7
沉,沉淀,chén diàn,"kết tủa, trầm tích",7
沉,沉痛,chén tòng,"Đau buồn sâu sắc, nặng trĩu",7
沉,沉稳,chén wěn,trầm tĩnh,7
沉,沉迷,chén mí,nghiện,7
沉,消沉,xiāo chén,chán nản,7
沉,沉甸甸,chén diàn diàn,nặng trĩu,7
沐,沐浴露,mù yù lù,sữa tắm,7
沐,沐浴,mù yù,tắm,8
沐浴,沐浴露,mù yù lù,sữa tắm,7
沙,沙发,shā fā,ghế sofa,3
沙,沙子,shā zi,cát,3
沙,沙滩,shā tān,bãi cát,3
沙,沙锅,shā guō,"Nồi đất, nồi gốm",3
沙,沙漠,shā mò,sa mạc,5
沙,沙丁鱼,shā dīng yú,cá mòi,5
沙,沙龙,shā lóng,salon,7
沙,风沙,fēng shā,bão cát,7
沛,充沛,chōng pèi,sôi nổi,6
沟,沟通,gōu tōng,giao tiếp,2
沟,鸿沟,hóng gōu,"hồng câu (nghĩa bóng: khoảng cách lớn, sự khác biệt sâu sắc)",7
沟,沟壑,gōu hè,"Khe núi, vực sâu; rãnh, mương",8
没,没事,méi shì,"không sao, không có gì",1
没,没有,méi yǒu,không,1
没,没事儿,méi shìr,không sao đâu,1
没,没什么,méi shén me,không có gì,1
没,没关系,méi guān xi,không sao,1
没,没意思,méi yì si,chán,1
没,没意见,méi yì jiàn,"Không có ý kiến gì, đồng ý",1
没,没问题,méi wèn tí,"không vấn đề gì, được thôi",1
没,没用,méi yòng,vô dụng,3
没,没落,mò luò,suy tàn,3
没,没法,méi fǎ,không thể làm gì được,4
没,没错,méi cuò,đúng rồi,4
没,没想到,méi xiǎng dào,bất ngờ,4
没,从没,cóng méi,chưa bao giờ,6
没,埋没,mái mò,chôn vùi,6
没事,没事儿,méi shìr,không sao đâu,1
没有,有没有,yǒu méi yǒu,có hay không,6
沧,饱经沧桑,bǎo jīng cāng sāng,trải qua thăng trầm cuộc đời,6
沧,沧桑,cāng sāng,thăng trầm,7
沧桑,饱经沧桑,bǎo jīng cāng sāng,trải qua thăng trầm cuộc đời,6
沫,泡沫,pào mò,bọt,7
沮,沮丧,jǔ sàng,nản lòng,3
河,河北,Hé běi,Hà Bắc (tỉnh ở Trung Quốc).,2
河,河流,hé liú,"Sông, dòng sông",2
河,黄河,Huáng hé,Sông Hoàng Hà.,2
河,北戴河,Běi dài hé,Bắc Đới Hà (tên địa danh),6
河,河畔,hé pàn,bờ sông,7
河,运河,yùn hé,kênh đào,7
河,气壮山河,qì zhuàng shān hé,"Khí thế hùng tráng ngút trời, khí phách ngất trời (mô tả tinh thần oai hùng, tráng lệ)",7
沸,沸腾,fèi téng,sôi,6
沸,沸沸扬扬,fèi fèi yáng yáng,ồn ào náo động,7
油,加油,jiā yóu,Cố lên!,2
油,酱油,jiàng yóu,nước tương,2
油,油漆,yóu qī,sơn,3
油,石油,shí yóu,dầu,3
油,汽油,qì yóu,xăng,4
油,加油站,jiā yóu zhàn,trạm xăng,4
油,油炸,yóu zhá,chiên,5
油,柴油,chái yóu,dầu diesel,6
油,油画,yóu huà,tranh sơn dầu,7
油,煤油,méi yóu,Dầu hỏa,7
油,燃油,rán yóu,nhiên liệu,7
油,香油,xiāng yóu,dầu mè,7
油,奶油小生,nǎi yóu xiǎo shēng,"Trai trẻ mặt trắng, thư sinh trắng trẻo (ám chỉ người đàn ông trẻ tuổi đẹp trai, da trắng, thường hơi yếu ớt)",8
治,政治,zhèng zhì,chính trị,2
治,治疗,zhì liáo,điều trị,4
治,根治,gēn zhì,chữa tận gốc,5
治,统治,tǒng zhì,thống trị,5
治,防治,fáng zhì,phòng và chữa bệnh,5
治,治安,zhì ān,an ninh công cộng,6
治,治理,zhì lǐ,quản lý,6
治,治病,zhì bìng,chữa bệnh,6
治,三明治,sān míng zhì,bánh mì kẹp,6
治,救治,jiù zhì,chữa trị,7
治,治学,zhì xué,nghiên cứu học thuật,7
治,治愈,zhì yù,chữa khỏi,7
治,自治权,zì zhì quán,quyền tự trị,7
沼,沼泽,zhǎo zé,đầm lầy,7
沽,沽名钓誉,gū míng diào yù,cầu danh lợi,7
沾,沾边,zhān biān,"Có liên quan, dính dáng",3
沾,沾光,zhān guāng,lợi ích từ sự liên kết,6
沾,沾亲带故,zhān qīn dài gù,"Có dính líu đến họ hàng, bà con xa",8
沿,沿岸,yán'àn,dọc theo bờ biển,6
沿,沿海,yán hǎi,ven biển,6
沿,沿着,yán zhe,dọc theo,6
沿,前沿,qián yán,tiên tiến,7
沿,沿线,yán xiàn,dọc theo đường,7
