target,pinyin,meaning,status,mainForm,name,resolutionType,componentOfCount
班,bān,ca làm việc,not-resolved,,,not-resolved,0
球,qiú,quả bóng,not-resolved,,,not-resolved,0
理,lǐ,chú ý,not-resolved,,,not-resolved,0
琢,zhuó,mài cắt (ngọc),not-resolved,,,not-resolved,0
琴,qín,nhạc cụ,not-resolved,,,not-resolved,0
瑞,ruì,may mắn; tốt lành,not-resolved,,,not-resolved,0
瑟,sè,"một loại đàn hạc đứng, nhỏ hơn konghou 箜篌, có từ 5-25 dây",not-resolved,,,not-resolved,0
瑰,guī,(đá bán quý); phi thường,not-resolved,,,not-resolved,0
璃,lí,(chữ tượng thanh dùng trong phiên âm tên nước ngoài); phát âm Đài Loan [li4],not-resolved,,,not-resolved,0
瓜,guā,quả dưa,resolved,瓜,Bộ Qua,self-radical,1
瓣,bàn,cánh hoa; phân đoạn,resolved,瓜,Bộ Qua,record-radical,1
瓦,wǎ,ngói,resolved,瓦,Bộ Ngõa,self-radical,2
瓶,píng,chai,resolved,瓦,Bộ Ngõa,record-radical,2
瓷,cí,sứ,resolved,瓦,Bộ Ngõa,record-radical,2
甘,Gān,họ [Gan1]; viết tắt của tỉnh Cam Túc 甘肅省|甘肃省[Gan1su4 Sheng3],resolved,甘,Bộ Cam,self-radical,3
甚,shèn,"Rất, quá; gì, nào",resolved,甘,Bộ Cam,record-radical,3
甜,tián,ngọt,resolved,舌,Bộ Thiệt,record-radical,3
生,shēng,"sinh, sinh ra",resolved,生,Bộ Sinh,self-radical,1
用,yòng,sử dụng,resolved,用,Bộ Dụng,self-radical,1
甩,shuǎi,vung,not-resolved,,,not-resolved,0
甭,béng,đừng,not-resolved,,,not-resolved,0
田,tián,cánh đồng,resolved,田,Bộ Điền,self-radical,10
由,yóu,bởi,not-resolved,,,not-resolved,0
甲,jiǎ,thứ nhất,not-resolved,,,not-resolved,0
申,Shēn,tên cũ của Thượng Hải 上海[Shang4hai3]; họ [Shen1],not-resolved,,,not-resolved,0
电,diàn,điện,not-resolved,,,not-resolved,0
男,nán,nam,resolved,田,Bộ Điền,record-radical,10
甸,Diàn,họ [Dian4],resolved,勹,Bộ Bao,record-radical,1
画,huà,"bức tranh, vẽ",resolved,聿,Bộ Duật,record-radical,4
畅,chàng,tự do; không bị cản trở,not-resolved,,,not-resolved,0
界,jiè,giới hạn,resolved,田,Bộ Điền,record-radical,10
畏,wèi,sợ,resolved,鬼,Bộ Quỷ,record-radical,4
畔,pàn,(hình thức kết hợp) bên; rìa,not-resolved,,,not-resolved,0
留,liú,ở lại,resolved,田,Bộ Điền,record-radical,10
畜,chù,gia súc; động vật đã được thuần hóa,resolved,田,Bộ Điền,record-radical,10
略,lüè,một chút,resolved,田,Bộ Điền,record-radical,10
番,fān,lần,resolved,田,Bộ Điền,record-radical,10
畴,chóu,đồng ruộng; ruộng canh tác,resolved,田,Bộ Điền,record-radical,10
畸,jī,lệch; lệch lạc,not-resolved,,,not-resolved,0
疆,jiāng,biên giới; ranh giới,not-resolved,,,not-resolved,0
疋,pǐ,"Ðủ, chân",resolved,疋,Bộ Sơ,self-radical,1
疏,shū,biến thể của 疏[shu1],not-resolved,,,not-resolved,0
疑,yí,(hình thức kết hợp) nghi ngờ; hoài nghi,not-resolved,,,not-resolved,0
疒,nǐ,bệnh tật.,resolved,疒,Bộ Nạch,self-radical,24
疗,liáo,điều trị; chữa trị,resolved,疒,Bộ Nạch,record-radical,24
疙,gē,mụn cóc; mụn cơm,resolved,疒,Bộ Nạch,record-radical,24
疚,jiù,bệnh mãn tính; cảm giác tội lỗi,resolved,疒,Bộ Nạch,record-radical,24
疤,bā,sẹo,resolved,疒,Bộ Nạch,record-radical,24
疫,yì,(hình thức kết hợp) dịch bệnh; bệnh dịch,resolved,疒,Bộ Nạch,record-radical,24
疯,fēng,"điên, điên rồ",resolved,疒,Bộ Nạch,record-radical,24
疲,pí,mệt mỏi,resolved,疒,Bộ Nạch,record-radical,24
疼,téng,đau; nhức,resolved,疒,Bộ Nạch,record-radical,24
疾,jí,(dạng kết hợp) bệnh; bệnh tật; (dạng kết hợp) nhanh,resolved,疒,Bộ Nạch,record-radical,24
病,bìng,bệnh,resolved,疒,Bộ Nạch,record-radical,24
症,zhèng,bệnh; tình trạng bệnh,resolved,疒,Bộ Nạch,record-radical,24
痒,yǎng,ngứa,resolved,疒,Bộ Nạch,record-radical,24
痕,hén,vết sẹo; dấu vết,resolved,疒,Bộ Nạch,record-radical,24
痘,dòu,"Đậu (bệnh đậu mùa, mụn nhọt, nốt sần).",resolved,疒,Bộ Nạch,record-radical,24
痛,tòng,đau; đau đớn,resolved,疒,Bộ Nạch,record-radical,24
痪,huàn,dùng trong 癱瘓|瘫痪[tan1huan4],resolved,疒,Bộ Nạch,record-radical,24
痰,tán,đờm,resolved,疒,Bộ Nạch,record-radical,24
痴,chī,đần độn; tình cảm,resolved,疒,Bộ Nạch,record-radical,24
痹,bì,bị liệt; tê liệt,resolved,疒,Bộ Nạch,record-radical,24
瘟,wēn,dịch bệnh; ôn dịch; bệnh dịch; (bóng) ngu ngốc; đần độn; (một buổi diễn) không có sức sống,resolved,疒,Bộ Nạch,record-radical,24
瘤,liú,khối u,resolved,疒,Bộ Nạch,record-radical,24
瘦,shòu,gầy,resolved,疒,Bộ Nạch,record-radical,24
瘩,dá,lở; nhọt,resolved,疒,Bộ Nạch,record-radical,24
瘫,tān,bị liệt,resolved,疒,Bộ Nạch,record-radical,24
瘾,yǐn,nghiện,resolved,疒,Bộ Nạch,record-radical,24
癌,ái,ung thư,resolved,疒,Bộ Nạch,record-radical,24
癶,bō,"Gạt ra, đạp",resolved,癶,Bộ Bát,self-radical,0
登,dēng,leo lên,resolved,舛,Bộ Suyễn,record-radical,2
白,bái,trắng,resolved,白,Bộ Bạch,self-radical,1
百,bǎi,Trăm,resolved,一,Bộ Nhất,record-radical,4
皂,zào,xà phòng; màu đen,not-resolved,,,not-resolved,0
的,de,một hạt,resolved,白,Bộ Bạch,record-radical,1
皆,jiē,tất cả,resolved,比,Bộ Tỷ,record-radical,2
皇,Huáng,họ [Huang2],not-resolved,,,not-resolved,0
皮,pí,da,resolved,皮,Bộ Bì,self-radical,1
皱,zhòu,nhăn nhó,resolved,皮,Bộ Bì,record-radical,1
皿,mǐn,"Ðồ, các đồ bát đĩa đều gọi là ""mãnh""",resolved,皿,Bộ Mãnh,self-radical,7
盆,pén,chậu,resolved,皿,Bộ Mãnh,record-radical,7
盈,yíng,đầy; được lấp đầy,resolved,皿,Bộ Mãnh,record-radical,7
益,Yì,họ [Yi4],not-resolved,,,not-resolved,0
盏,zhǎn,cái (đèn),not-resolved,,,not-resolved,0
盐,yán,muối,not-resolved,,,not-resolved,0
监,jiān,giám sát; kiểm tra,resolved,目,Bộ Mục,record-radical,24
盒,hé,hộp,resolved,皿,Bộ Mãnh,record-radical,7
盖,gài,nắp,resolved,艸,Bộ Thảo,record-radical,24
盗,dào,ăn trộm,not-resolved,,,not-resolved,0
盘,pán,đĩa,resolved,皿,Bộ Mãnh,record-radical,7
盛,chéng,đổ đầy,resolved,皿,Bộ Mãnh,record-radical,7
盟,méng,lời thề; cam kết,resolved,皿,Bộ Mãnh,record-radical,7
目,mù,mắt; (văn học) nhìn; quan sát,resolved,目,Bộ Mục,self-radical,24
盯,dīng,nhìn chằm chằm,resolved,目,Bộ Mục,record-radical,24
盲,máng,mù,not-resolved,,,not-resolved,0
直,zhí,thẳng,not-resolved,,,not-resolved,0
相,Xiāng,họ [Xiang1],resolved,木,Bộ Mộc,record-radical,24
盹,dǔn,chợp mắt; ngủ gật,resolved,目,Bộ Mục,record-radical,24
盼,pàn,mong mỏi,resolved,目,Bộ Mục,record-radical,24
盾,dùn,cái khiên; (tiền tệ) đồng Việt Nam,not-resolved,,,not-resolved,0
省,shěng,tiết kiệm,resolved,目,Bộ Mục,record-radical,24
眉,méi,lông mày; lề trên,not-resolved,,,not-resolved,0
看,kàn,"nhìn, xem",resolved,手,Bộ Thủ,record-radical,24
真,zhēn,thật,resolved,匕,"Bộ Tỷ, Chủy",record-radical,3
眠,mián,ngủ; ngủ đông,resolved,目,Bộ Mục,record-radical,24
眨,zhǎ,nháy mắt,not-resolved,,,not-resolved,0
眩,xuàn,chói lọi; rực rỡ,resolved,目,Bộ Mục,record-radical,24
眯,mí,làm mù (như bởi bụi); phát âm ở Đài Loan [mi3],resolved,目,Bộ Mục,record-radical,24
眶,kuàng,(dạng kết hợp) hốc mắt; Phát âm Đài Loan: [kuang1],resolved,目,Bộ Mục,record-radical,24
眸,móu,con ngươi (của mắt); mắt,resolved,目,Bộ Mục,record-radical,24
眼,yǎn,mắt,resolved,目,Bộ Mục,record-radical,24
着,zhe,động từ tiếp diễn,resolved,艸,Bộ Thảo,record-radical,24
睁,zhēng,mở mắt,resolved,目,Bộ Mục,record-radical,24
睛,jīng,mắt; nhãn cầu,resolved,目,Bộ Mục,record-radical,24
睡,shuì,ngủ,resolved,目,Bộ Mục,record-radical,24
督,dū,(hình thức kết hợp) giám sát,resolved,目,Bộ Mục,record-radical,24
睦,mù,thân thiện; hòa thuận,resolved,目,Bộ Mục,record-radical,24
睬,cǎi,biến thể của 睬[cai3],resolved,目,Bộ Mục,record-radical,24
睹,dǔ,quan sát; nhìn thấy,resolved,目,Bộ Mục,record-radical,24
瞄,miáo,nhắm (bắn); (nghĩa bóng) nhắm ánh nhìn vào; liếc nhìn,resolved,目,Bộ Mục,record-radical,24
瞅,chǒu,nhìn,resolved,目,Bộ Mục,record-radical,24
瞎,xiā,"mù quáng, không mục đích",not-resolved,,,not-resolved,0
瞒,mán,giấu,resolved,目,Bộ Mục,record-radical,24
瞧,qiáo,nhìn,resolved,目,Bộ Mục,record-radical,24
瞩,zhǔ,nhìn chăm chú; nhìn chằm chằm,resolved,目,Bộ Mục,record-radical,24
瞪,dèng,nhìn chằm chằm,resolved,目,Bộ Mục,record-radical,24
瞬,shùn,nháy mắt,resolved,目,Bộ Mục,record-radical,24
瞻,zhān,nhìn chăm chú; quan sát,resolved,目,Bộ Mục,record-radical,24
矛,máo,giáo; mác,resolved,矛,Bộ Mâu,self-radical,0
矢,shǐ,mũi tên; ngọn lao,resolved,矢,Bộ Thỉ,self-radical,4
矣,yǐ,một hạt 'yi',not-resolved,,,not-resolved,0
知,zhī,biết; nhận biết,resolved,口,Bộ Khẩu,record-radical,24
矩,jǔ,biến thể của 矩[ju3],resolved,矢,Bộ Thỉ,record-radical,4
矫,Jiǎo,họ [Jiao3],resolved,矢,Bộ Thỉ,record-radical,4
短,duǎn,ngắn,resolved,矢,Bộ Thỉ,record-radical,4
矮,ǎi,thấp,resolved,矢,Bộ Thỉ,record-radical,4
石,shí,"Đá, hòn đá",resolved,石,Bộ Thạch,self-radical,24
矿,kuàng,mỏ,resolved,石,Bộ Thạch,record-radical,24
码,mǎ,một từ đo cho vấn đề,resolved,石,Bộ Thạch,record-radical,24
砂,shā,cát; sỏi,not-resolved,,,not-resolved,0
砌,qì,xây bằng cách xếp gạch hoặc đá,not-resolved,,,not-resolved,0
砍,kǎn,chặt,resolved,石,Bộ Thạch,record-radical,24
研,yán,nghiền; học,resolved,石,Bộ Thạch,record-radical,24
砖,zhuān,gạch,resolved,石,Bộ Thạch,record-radical,24
破,pò,vỡ,resolved,石,Bộ Thạch,record-radical,24
砸,zá,đập vỡ,resolved,石,Bộ Thạch,record-radical,24
础,chǔ,nền tảng; cơ sở,resolved,石,Bộ Thạch,record-radical,24
硕,shuò,lớn; to,not-resolved,,,not-resolved,0
硬,yìng,cứng,resolved,石,Bộ Thạch,record-radical,24
确,què,"xác thực, đích xác; quả thực, thực sự",resolved,石,Bộ Thạch,record-radical,24
碇,dìng,"Neo (tàu thuyền), mỏ neo; neo đậu",resolved,石,Bộ Thạch,record-radical,24
碌,liù,dùng trong 碌碡[liu4 zhou5]; cách phát âm ở Đài Loan [lu4],resolved,石,Bộ Thạch,record-radical,24
碍,ài,cản trở; ngăn cản,resolved,石,Bộ Thạch,record-radical,24
碎,suì,vỡ,resolved,石,Bộ Thạch,record-radical,24
碑,bēi,bia đá,resolved,石,Bộ Thạch,record-radical,24
碗,wǎn,cái bát,resolved,石,Bộ Thạch,record-radical,24
碟,dié,"Đĩa, đĩa CD/DVD",not-resolved,,,not-resolved,0
碧,bì,ngọc bích; xanh lục blu,not-resolved,,,not-resolved,0
碰,pèng,"chạm vào, va chạm",resolved,石,Bộ Thạch,record-radical,24
碱,jiǎn,biến thể của 鹼|碱[jian3],resolved,石,Bộ Thạch,record-radical,24
碳,tàn,cacbon,resolved,石,Bộ Thạch,record-radical,24
磁,cí,thuộc từ tính; từ tính,resolved,石,Bộ Thạch,record-radical,24
磅,bàng,pao,resolved,石,Bộ Thạch,record-radical,24
磊,lěi,lổn nhổn; đống đá,not-resolved,,,not-resolved,0
磕,kē,khấu đầu,resolved,石,Bộ Thạch,record-radical,24
磨,mó,mài,resolved,石,Bộ Thạch,record-radical,24
礁,jiāo,rạn san hô; đá ngầm,resolved,石,Bộ Thạch,record-radical,24
示,shì,cho thấy; bộc lộ,resolved,示,"Bộ Thị, Kì",self-radical,2
礼,lǐ,lễ,not-resolved,,,not-resolved,0
社,shè,(dạng kết hợp) xã hội; tổ chức; cơ quan; (cổ) thần đất đai,not-resolved,,,not-resolved,0
祀,sì,cúng tế; dâng lễ,not-resolved,,,not-resolved,0
祈,qí,cầu khẩn; cầu nguyện,not-resolved,,,not-resolved,0
祖,Zǔ,họ [Zu3],not-resolved,,,not-resolved,0
祝,zhù,chúc,not-resolved,,,not-resolved,0
神,shén,thần,not-resolved,,,not-resolved,0
祥,xiáng,cát tường; thuận lợi,not-resolved,,,not-resolved,0
票,piào,vé,not-resolved,,,not-resolved,0
祭,jì,"hy sinh, thờ phụng",resolved,示,"Bộ Thị, Kì",record-radical,2
祷,dǎo,cầu nguyện; lời cầu nguyện,not-resolved,,,not-resolved,0
祸,huò,biến thể cũ của 禍|祸[huo4],not-resolved,,,not-resolved,0
禁,jīn,chịu đựng,resolved,示,"Bộ Thị, Kì",record-radical,2
禅,chán,dhya-na (tiếng Phạn); Thiền,not-resolved,,,not-resolved,0
福,fú,hạnh phúc,not-resolved,,,not-resolved,0
禸,ròu,Vết ngón chân giống thú dẫm xuống đất,resolved,禸,"Bộ Nhựu,Nhiễu",self-radical,0
离,lí,từ,not-resolved,,,not-resolved,0
禽,qín,thuật ngữ chung cho chim và động vật; chim,not-resolved,,,not-resolved,0
禾,hé,ngũ cốc; lúa,resolved,禾,Bộ Hòa,self-radical,24
秀,xiù,"Biểu diễn, trình diễn; khoe; đẹp, tú",resolved,禾,Bộ Hòa,record-radical,24
私,sī,cá nhân; riêng tư,resolved,禾,Bộ Hòa,record-radical,24
秃,tū,hói,not-resolved,,,not-resolved,0
秉,Bǐng,họ [Bing3],not-resolved,,,not-resolved,0
秋,qiū,mùa thu,resolved,禾,Bộ Hòa,record-radical,24
种,zhǒng,loại,resolved,禾,Bộ Hòa,record-radical,24
科,kē,bộ phận,resolved,禾,Bộ Hòa,record-radical,24
秒,miǎo,giây,resolved,禾,Bộ Hòa,record-radical,24
秘,mì,biến thể của 秘[mi4],resolved,禾,Bộ Hòa,record-radical,24
租,zū,thuê,resolved,禾,Bộ Hòa,record-radical,24
秤,chèng,cân,not-resolved,,,not-resolved,0
秦,Qín,họ [Qin2]; nhà Tần (221-207 TCN) của hoàng đế đầu tiên 秦始皇[Qin2 Shi3huang2],not-resolved,,,not-resolved,0
秩,zhì,trật tự; tính trật tự,resolved,禾,Bộ Hòa,record-radical,24
积,jī,tích lũy,resolved,禾,Bộ Hòa,record-radical,24
称,chēng,gọi,resolved,禾,Bộ Hòa,record-radical,24
移,yí,di chuyển,resolved,禾,Bộ Hòa,record-radical,24
秽,huì,(hình thức bị giới hạn) bẩn; dơ dáy,resolved,禾,Bộ Hòa,record-radical,24
稀,xī,hiếm,resolved,禾,Bộ Hòa,record-radical,24
程,Chéng,họ [Cheng2],resolved,禾,Bộ Hòa,record-radical,24
稍,shāo,hơi; một chút,resolved,禾,Bộ Hòa,record-radical,24
税,shuì,thuế,resolved,禾,Bộ Hòa,record-radical,24
稚,zhì,ấu trĩ; trẻ,resolved,禾,Bộ Hòa,record-radical,24
稠,chóu,dày đặc,resolved,禾,Bộ Hòa,record-radical,24
稳,wěn,ổn định,resolved,禾,Bộ Hòa,record-radical,24
稻,dào,lúa; gạo (Oryza sativa),resolved,禾,Bộ Hòa,record-radical,24
稼,jià,gieo hạt; (hoa màu) mùa màng,resolved,禾,Bộ Hòa,record-radical,24
稽,Jī,họ [Ji1],resolved,禾,Bộ Hòa,record-radical,24
稿,gǎo,biến thể của 稿[gao3],resolved,禾,Bộ Hòa,record-radical,24
穆,Mù,họ [Mu4],resolved,禾,Bộ Hòa,record-radical,24
穴,xué,hang; không gian trống,resolved,穴,Bộ Huyệt,self-radical,16
究,jiū,rốt cuộc; điều tra,resolved,穴,Bộ Huyệt,record-radical,16
穷,qióng,nghèo,resolved,力,Bộ Lực,record-radical,21
空,kōng,"trống, trống rỗng",resolved,穴,Bộ Huyệt,record-radical,16
穿,chuān,mặc,resolved,穴,Bộ Huyệt,record-radical,16
突,tū,lao ra; di chuyển nhanh,resolved,穴,Bộ Huyệt,record-radical,16
窃,qiè,ăn trộm; một cách bí mật,resolved,穴,Bộ Huyệt,record-radical,16
窄,zhǎi,hẹp,resolved,穴,Bộ Huyệt,record-radical,16
窍,qiào,lỗ; mở,resolved,穴,Bộ Huyệt,record-radical,16
窑,yáo,lò nung,not-resolved,,,not-resolved,0
窒,zhì,làm tắc; ngăn lại,resolved,穴,Bộ Huyệt,record-radical,16
窗,chuāng,biến thể cũ của 窗[chuang1],resolved,穴,Bộ Huyệt,record-radical,16
窘,jiǒng,khốn đốn; xấu hổ,resolved,穴,Bộ Huyệt,record-radical,16
窜,cuàn,trốn,resolved,穴,Bộ Huyệt,record-radical,16
窝,wō,tổ,resolved,穴,Bộ Huyệt,record-radical,16
窟,kū,hang; lỗ,resolved,穴,Bộ Huyệt,record-radical,16
窥,kuī,nhìn trộm; dò xét,resolved,穴,Bộ Huyệt,record-radical,16
窿,lóng,khoang; lỗ,resolved,穴,Bộ Huyệt,record-radical,16
立,lì,đứng,resolved,立,Bộ Lập,self-radical,6
竖,shù,nét dọc,not-resolved,,,not-resolved,0
站,zhàn,đứng,resolved,立,Bộ Lập,record-radical,6
竞,jìng,cạnh tranh; đấu tranh,not-resolved,,,not-resolved,0
竟,jìng,cuối cùng,resolved,音,Bộ Âm,record-radical,1
章,zhāng,chương,resolved,立,Bộ Lập,record-radical,6
竣,jùn,hoàn thành; xong,resolved,立,Bộ Lập,record-radical,6
童,Tóng,họ [Tong2],resolved,辛,Bộ Tân,record-radical,5
竭,jié,cạn kiệt,resolved,立,Bộ Lập,record-radical,6
端,duān,đầu cuối,resolved,立,Bộ Lập,record-radical,6
竹,zhú,"tre; LT:棵[ke1],支[zhi1],根[gen1]",resolved,竹,Bộ Trúc,self-radical,1
竿,gān,cây sào,not-resolved,,,not-resolved,0
笑,xiào,cười; để cười,not-resolved,,,not-resolved,0
笔,bǐ,"Bút; Lượng từ cho các khoản tiền, các giao dịch.",not-resolved,,,not-resolved,0
笛,dí,sáo,not-resolved,,,not-resolved,0
符,Fú,họ [Fu2],not-resolved,,,not-resolved,0
笨,bèn,ngốc,not-resolved,,,not-resolved,0
第,dì,thứ,not-resolved,,,not-resolved,0
笼,lóng,"khung bao quanh làm bằng tre, dây kim loại, v.v.; lồng; giỏ; giỏ hấp",not-resolved,,,not-resolved,0
等,děng,đợi,not-resolved,,,not-resolved,0
筋,jīn,cơ bắp,not-resolved,,,not-resolved,0
筐,kuāng,cái giỏ,not-resolved,,,not-resolved,0
筑,zhù,xây dựng,not-resolved,,,not-resolved,0
筒,tǒng,ống,not-resolved,,,not-resolved,0
答,dā,"hình thức gắn liền có nghĩa giống như từ tự do 答[da2], dùng trong 答應|答应[da1 ying5], 答理[da1 li5] vv",not-resolved,,,not-resolved,0
策,Cè,họ [Ce4],not-resolved,,,not-resolved,0
筛,shāi,rây,not-resolved,,,not-resolved,0
筝,zhēng,"tranh hoặc cổ tranh, một loại đàn dài có nhịp cầu di động, chơi bằng cách gảy dây",not-resolved,,,not-resolved,0
筷,kuài,đũa,not-resolved,,,not-resolved,0
筹,chóu,chuẩn bị,not-resolved,,,not-resolved,0
签,qiān,ký tên,not-resolved,,,not-resolved,0
简,jiǎn,"giản dị, đơn giản; thẻ tre (thời xưa)",not-resolved,,,not-resolved,0
箍,gū,Quàng; quấn; bó; xiềng; vòng kim loại,not-resolved,,,not-resolved,0
箕,jī,giỏ sàng,not-resolved,,,not-resolved,0
算,suàn,xem như,not-resolved,,,not-resolved,0
管,guǎn,"ống; quản lí, trông coi; mặc kệ, cho dù; kiểm soát; phụ trách",not-resolved,,,not-resolved,0
箭,jiàn,mũi tên,not-resolved,,,not-resolved,0
箱,xiāng,"hộp, thùng",not-resolved,,,not-resolved,0
篇,piān,chương,not-resolved,,,not-resolved,0
篮,lán,cái rổ (đồ đựng); rổ (trong bóng rổ),not-resolved,,,not-resolved,0
篷,péng,buồm,not-resolved,,,not-resolved,0
簇,cù,đông đúc; giá cho tằm,not-resolved,,,not-resolved,0
簧,huáng,lưỡi gà kim loại; lò xo khóa,not-resolved,,,not-resolved,0
簸,bǒ,sàng; tung lên xuống,not-resolved,,,not-resolved,0
簿,bù,"sổ, vở, tập (sách, vở)",not-resolved,,,not-resolved,0
籍,Jí,họ [Ji2],not-resolved,,,not-resolved,0
米,mǐ,mét,resolved,米,Bộ Mễ,self-radical,18
类,lèi,loại,resolved,米,Bộ Mễ,record-radical,18
粉,fěn,bột,resolved,米,Bộ Mễ,record-radical,18
粒,lì,"hạt, hạt nhân",resolved,米,Bộ Mễ,record-radical,18
粗,cū,thô,resolved,米,Bộ Mễ,record-radical,18
