char,tier,pinyin,hanViet,meaningVi,radicalStatus,radical,radicalName,resolutionType,relatedCount,sentenceCount,hsk,source
狄,B,Dí,Địch,họ [Di2]; tên gọi chung cho các dân tộc thiểu số phía bắc trong thời Tần và Hán (221 TCN-220 SCN),resolved,犬,Bộ Khuyển,record-radical,6,0,7,chars/72C4.json
狆,C,zhòng,,chó Bắc Kinh,not-resolved,,,not-resolved,0,0,7,chars/72C6.json
狈,A,bèi,,một loài sói huyền thoại; khốn đốn,resolved,犬,Bộ Khuyển,record-radical,3,4,6,chars/72C8.json
狉,B,pī,,chó lửng con,resolved,犬,Bộ Khuyển,record-radical,0,0,7,chars/72C9.json
狍,B,páo,,hoẵng Siberia (Capreolus pygargus),resolved,犬,Bộ Khuyển,record-radical,1,0,7,chars/72CD.json
狎,B,xiá,,(dùng trong từ ghép) (văn học) suồng sã với ai đó hoặc điều gì đó; đối xử không nghiêm túc,resolved,犬,Bộ Khuyển,record-radical,2,0,7,chars/72CE.json
狐,B,hú,Hồ,cáo,resolved,犬,Bộ Khuyển,record-radical,6,0,7,chars/72D0.json
狒,B,fèi,,khỉ đầu chó hamadryad,resolved,犬,Bộ Khuyển,record-radical,1,0,7,chars/72D2.json
狓,C,pī,,"dùng trong phiên âm ""okapi"" 㺢㹢狓[huo4jia1pi2]",not-resolved,,,not-resolved,0,0,7,chars/72D3.json
狗,A,gǒu,Cẩu,con chó,resolved,犬,Bộ Khuyển,record-radical,6,10,1,chars/72D7.json
狘,C,yuè,,nhảy,not-resolved,,,not-resolved,0,0,7,chars/72D8.json
狙,B,jū,,khỉ macaque; do thám,resolved,犬,Bộ Khuyển,record-radical,2,0,7,chars/72D9.json
狝,C,xiǎn,,săn bắn vào mùa thu (cổ đại),not-resolved,,,not-resolved,0,0,7,chars/72DD.json
狞,B,níng,Nanh,trông dữ tợn,resolved,犬,Bộ Khuyển,record-radical,2,0,7,chars/72DE.json
狠,A,hěn,,ác liệt; cứng rắn,resolved,犬,Bộ Khuyển,record-radical,6,8,6,chars/72E0.json
狡,A,jiǎo,Giảo,xảo quyệt; láu cá,resolved,犬,Bộ Khuyển,record-radical,6,4,5,chars/72E1.json
狦,C,shān,,(cổ) chó dữ; quái thú giống sói,not-resolved,,,not-resolved,0,0,7,chars/72E6.json
狨,B,róng,,khỉ đuôi sóc (động vật học),resolved,犬,Bộ Khuyển,record-radical,0,0,7,chars/72E8.json
狩,A,shòu,,săn; đi săn (như môn thể thao mùa đông thời xưa),resolved,犬,Bộ Khuyển,record-radical,1,1,7,chars/72E9.json
狫,C,lǎo,,tên một bộ lạc,not-resolved,,,not-resolved,0,0,7,chars/72EB.json
独,A,dú,Độc,"một mình, đơn độc",resolved,犬,Bộ Khuyển,record-radical,16,10,5,chars/72EC.json
狭,A,xiá,Hẹp,hẹp; hẹp hòi,resolved,犬,Bộ Khuyển,record-radical,6,10,6,chars/72ED.json
狮,A,shī,Tép / Sư,(dạng kết hợp) sư tử,resolved,犬,Bộ Khuyển,record-radical,6,5,5,chars/72EE.json
狯,B,kuài,,xảo quyệt; láu cá,resolved,犬,Bộ Khuyển,record-radical,0,0,7,chars/72EF.json
狰,B,zhēng,,ghê sợ; trông dữ tợn,resolved,犬,Bộ Khuyển,record-radical,1,0,7,chars/72F0.json
狱,A,yù,Đong / Ngục,nhà tù,resolved,言,Bộ Ngôn,record-radical,6,10,6,chars/72F1.json
狲,B,sūn,,dùng trong 猢猻|猢狲[hu2 sun1]; dùng trong 兔猻|兔狲[tu4 sun1],resolved,犬,Bộ Khuyển,record-radical,1,0,7,chars/72F2.json
狳,B,yú,,dùng trong 犰狳[qiu2 yu2],resolved,犬,Bộ Khuyển,record-radical,1,0,7,chars/72F3.json
狴,B,bì,,(lợn vòi),resolved,犬,Bộ Khuyển,record-radical,0,0,7,chars/72F4.json
狷,B,juàn,,nóng nảy; bộc trực,resolved,犬,Bộ Khuyển,record-radical,0,0,7,chars/72F7.json
狸,B,lí,,động vật giống cáo,resolved,犬,Bộ Khuyển,record-radical,6,0,7,chars/72F8.json
狺,B,yín,,tiếng chó gầm gừ,resolved,犬,Bộ Khuyển,record-radical,0,0,7,chars/72FA.json
狻,B,suān,,(động vật huyền thoại),resolved,犬,Bộ Khuyển,record-radical,0,0,7,chars/72FB.json
狼,A,láng,Lừa / Lang,sói,resolved,犬,Bộ Khuyển,record-radical,10,10,6,chars/72FC.json
猁,B,lì,,dùng trong 猞猁[she1 li4],resolved,犬,Bộ Khuyển,record-radical,1,0,7,chars/7301.json
猃,B,xiǎn,,một loại chó với mõm dài; xem 獫狁|猃狁[Xian3 yun3],resolved,犬,Bộ Khuyển,record-radical,0,0,7,chars/7303.json
猇,C,xiāo,,tiếng gầm hoặc rống của hổ; đe dọa,not-resolved,,,not-resolved,2,0,7,chars/7307.json
猈,C,bà,,chó có xương ống chân ngắn,not-resolved,,,not-resolved,0,0,7,chars/7308.json
猊,B,ní,Nghê,(động vật thần thoại); sư tử,resolved,犬,Bộ Khuyển,record-radical,0,0,7,chars/730A.json
猋,C,biāo,,gió lốc,not-resolved,,,not-resolved,0,0,7,chars/730B.json
猎,A,liè,Lốp,"săn bắn, săn lùng",resolved,犬,Bộ Khuyển,record-radical,7,10,6,chars/730E.json
猓,B,guǒ,,con khỉ,resolved,犬,Bộ Khuyển,record-radical,0,0,7,chars/7313.json
猕,B,mí,,dùng trong 獼猴|猕猴[mi2 hou2],resolved,犬,Bộ Khuyển,record-radical,2,0,7,chars/7315.json
猖,A,chāng,,hung dữ,resolved,犬,Bộ Khuyển,record-radical,2,4,7,chars/7316.json
猗,B,yī,,(thán từ),resolved,犬,Bộ Khuyển,record-radical,2,0,7,chars/7317.json
猘,C,zhì,,chó dại,not-resolved,,,not-resolved,0,0,7,chars/7318.json
猛,A,měng,Mãnh,hung dữ,resolved,犬,Bộ Khuyển,record-radical,7,10,6,chars/731B.json
猜,A,cāi,,đoán,resolved,犬,Bộ Khuyển,record-radical,7,10,4,chars/731C.json
猝,A,cù,,"Đột ngột, bất ngờ (thường dùng trong từ ghép: 猝死, 猝不及防)",resolved,犬,Bộ Khuyển,record-radical,5,2,7,chars/731D.json
猞,B,shē,,dùng trong 猞猁[she1li4]; tiếng Đài Loan đọc là [she4],resolved,犬,Bộ Khuyển,record-radical,1,0,7,chars/731E.json
猟,C,liè,,biến thể Nhật Bản của 獵|猎,not-resolved,,,not-resolved,0,0,7,chars/731F.json
猡,B,luó,,tên một bộ lạc,resolved,犬,Bộ Khuyển,record-radical,0,0,7,chars/7321.json
猢,B,hú,Hồ,dùng trong 猢猻|猢狲[hu2 sun1],resolved,犬,Bộ Khuyển,record-radical,1,0,7,chars/7322.json
猣,C,zōng,,chó sinh ba con,not-resolved,,,not-resolved,0,0,7,chars/7323.json
猥,B,wěi,,khiêm nhường; mộc mạc,resolved,犬,Bộ Khuyển,record-radical,3,0,7,chars/7325.json
猩,A,xīng,,vượn,resolved,犬,Bộ Khuyển,record-radical,5,4,7,chars/7329.json
猪,A,zhū,Trư,lợn,resolved,犬,Bộ Khuyển,record-radical,6,10,5,chars/732A.json
猫,A,māo,Mèo,con mèo,resolved,犬,Bộ Khuyển,record-radical,6,10,1,chars/732B.json
猬,B,wèi,,(hình thức kết hợp) con nhím,resolved,犬,Bộ Khuyển,record-radical,1,0,7,chars/732C.json
猭,C,yuán,,vượn; Hylobates agilis,not-resolved,,,not-resolved,0,0,7,chars/732D.json
献,C,xiàn,Hiến,dâng hiến,not-resolved,,,not-resolved,6,10,5,chars/732E.json
猱,B,náo,,khỉ đuôi dài (động vật học); nhanh nhẹn và lanh lợi,resolved,犬,Bộ Khuyển,record-radical,0,0,7,chars/7331.json
猲,B,hè,,sợ hãi; kinh hoàng,resolved,犬,Bộ Khuyển,record-radical,0,0,7,chars/7332.json
猳,B,jiā,,vượn trong thần thoại; biến thể của 豭[jia1],resolved,犬,Bộ Khuyển,record-radical,0,0,7,chars/7333.json
猴,A,hóu,Hầu,khỉ; LT:隻|只[zhi1],resolved,犬,Bộ Khuyển,record-radical,6,2,5,chars/7334.json
猵,B,biān,,một loại rái cá,resolved,犬,Bộ Khuyển,record-radical,0,0,7,chars/7335.json
猷,B,yóu,,lên kế hoạch; mưu tính,resolved,犬,Bộ Khuyển,record-radical,0,0,7,chars/7337.json
猸,B,méi,,"dùng cho chồn, lửng hoặc cầy mangut",resolved,犬,Bộ Khuyển,record-radical,1,0,7,chars/7338.json
猹,B,chá,,động vật hoang dã giống lửng,resolved,犬,Bộ Khuyển,record-radical,0,0,7,chars/7339.json
猺,C,yáo,,tộc Dao,not-resolved,,,not-resolved,0,0,7,chars/733A.json
猾,A,huá,,xảo quyệt,resolved,犬,Bộ Khuyển,record-radical,3,4,5,chars/733E.json
猿,B,yuán,Rô / Vượn,biến thể của 猿[yuan2],resolved,犬,Bộ Khuyển,record-radical,6,0,7,chars/733F.json
獀,C,sōu,,chó (phương ngữ); săn bắn,not-resolved,,,not-resolved,0,0,7,chars/7340.json
獃,C,dāi,,biến thể của 呆[dai1]; ngốc nghếch,not-resolved,,,not-resolved,0,0,7,chars/7343.json
獉,C,zhēn,,rừng rậm,not-resolved,,,not-resolved,0,0,7,chars/7349.json
獍,B,jìng,,một loài vật huyền thoại ăn thịt mẹ nó,resolved,犬,Bộ Khuyển,record-radical,0,0,7,chars/734D.json
獏,C,mò,,biến thể của 貘[mo4],not-resolved,,,not-resolved,0,0,7,chars/734F.json
獐,B,zhāng,,con mang; con hoẵng,resolved,犬,Bộ Khuyển,record-radical,1,0,7,chars/7350.json
獒,B,áo,Ngao,(hình thức kết hợp) chó ngao,resolved,犬,Bộ Khuyển,record-radical,1,0,7,chars/7352.json
獕,C,cuī,,dùng trong 猥獕[wei3 cui1],not-resolved,,,not-resolved,0,0,7,chars/7355.json
獗,B,jué,,ngỗ ngược; thô lỗ,resolved,犬,Bộ Khuyển,record-radical,1,0,7,chars/7357.json
獙,C,bì,,dùng trong 獙獙[bi4 bi4],not-resolved,,,not-resolved,0,0,7,chars/7359.json
獚,C,huáng,,chó spaniel,not-resolved,,,not-resolved,0,0,7,chars/735A.json
獜,C,lín,,con đom đóm,not-resolved,,,not-resolved,0,0,7,chars/735C.json
獝,C,yù,,quỷ,not-resolved,,,not-resolved,0,0,7,chars/735D.json
獞,C,Zhuàng,,"biến thể cũ của 壯|壮, dân tộc Choang ở Quảng Tây",not-resolved,,,not-resolved,0,0,7,chars/735E.json
獠,C,liáo,,dữ tợn; săn bắt,not-resolved,,,not-resolved,2,0,7,chars/7360.json
獢,C,xiāo,,chó,not-resolved,,,not-resolved,0,0,7,chars/7362.json
獣,C,shòu,,biến thể Nhật Bản của 獸|兽,not-resolved,,,not-resolved,0,0,7,chars/7363.json
獬,B,xiè,Giải,xem 獬豸[xie4 zhi4],resolved,犬,Bộ Khuyển,record-radical,0,0,7,chars/736C.json
獭,B,tǎ,Rái,rái cá; âm Đài Loan [ta4],resolved,犬,Bộ Khuyển,record-radical,3,0,7,chars/736D.json
獯,B,Xūn,,dùng trong 獯鬻[Xun1 yu4],resolved,犬,Bộ Khuyển,record-radical,0,0,7,chars/736F.json
獳,C,nòu,,chó dữ,not-resolved,,,not-resolved,0,0,7,chars/7373.json
獴,C,měng,,cầy mangut; phát âm Đài Loan [meng2],not-resolved,,,not-resolved,0,0,7,chars/7374.json
獾,B,huān,,biến thể của 獾[huan1],resolved,犬,Bộ Khuyển,record-radical,2,0,7,chars/737E.json
玂,C,qí,,chó đẻ con,not-resolved,,,not-resolved,0,0,7,chars/7382.json
玃,B,jué,,"loài vượn huyền thoại ở Tứ Xuyên và Vân Nam, có sở thích bắt cóc cô gái",resolved,犬,Bộ Khuyển,record-radical,0,0,7,chars/7383.json
玄,A,xuán,Huyền,huyền bí,resolved,玄,Bộ Huyền,self-radical,6,5,7,chars/7384.json
玆,C,zī,,biến thể của 茲|兹[zi1]; bây giờ,not-resolved,,,not-resolved,0,0,7,chars/7386.json
率,C,lǜ,,tỷ lệ,not-resolved,,,not-resolved,15,10,5,chars/7387.json
玈,C,lú,,đen,not-resolved,,,not-resolved,0,0,7,chars/7388.json
玉,A,yù,Ngọc,ngọc,resolved,玉,Bộ Ngọc,self-radical,7,10,6,chars/7389.json
玊,C,sù,,ngọc có tì vết; người mài ngọc,not-resolved,,,not-resolved,0,0,7,chars/738A.json
王,C,wáng,Vương,"vua, quốc vương",not-resolved,,,not-resolved,11,10,5,chars/738B.json
玍,C,gǎ,,tính khí xấu; nghịch ngợm,not-resolved,,,not-resolved,0,0,7,chars/738D.json
玎,C,dīng,,leng keng,not-resolved,,,not-resolved,0,0,7,chars/738E.json
玑,C,jī,,ngọc trai không tròn,not-resolved,,,not-resolved,0,0,7,chars/7391.json
玓,C,dì,,tựa như ngọc trai,not-resolved,,,not-resolved,0,0,7,chars/7393.json
玔,C,chuàn,,vòng ngọc,not-resolved,,,not-resolved,0,0,7,chars/7394.json
玕,C,gān,,(ngọc kém chất lượng),not-resolved,,,not-resolved,0,0,7,chars/7395.json
玖,C,jiǔ,,ngọc đen; chín (chữ số chống gian lận của ngân hàng),not-resolved,,,not-resolved,0,0,7,chars/7396.json
玗,C,yú,,đá bán quý; một loại ngọc,not-resolved,,,not-resolved,0,0,7,chars/7397.json
玘,C,qǐ,,loại trang sức ngọc cho lễ phục triều đình (xưa),not-resolved,,,not-resolved,0,0,7,chars/7398.json
玙,C,yú,,ngọc trang trí,not-resolved,,,not-resolved,0,0,7,chars/7399.json
玛,C,mǎ,Mã,mã não,not-resolved,,,not-resolved,6,1,7,chars/739B.json
玞,C,fū,,một loại ngọc,not-resolved,,,not-resolved,0,0,7,chars/739E.json
玟,C,mín,,đá giống ngọc,not-resolved,,,not-resolved,1,0,7,chars/739F.json
玠,C,jiè,,thẻ ngọc biểu thị cấp bậc,not-resolved,,,not-resolved,0,0,7,chars/73A0.json
玡,C,yá,Ngà,biến thể của 琊[ya2],not-resolved,,,not-resolved,0,0,7,chars/73A1.json
玢,C,fēn,,(văn học) một loại ngọc,not-resolved,,,not-resolved,0,0,7,chars/73A2.json
玤,C,bàng,,(đá quý),not-resolved,,,not-resolved,0,0,7,chars/73A4.json
玥,C,yuè,,ngọc trai dùng trong tế lễ,not-resolved,,,not-resolved,0,0,7,chars/73A5.json
玦,C,jué,,mặt dây chuyền ngọc hình bán nguyệt,not-resolved,,,not-resolved,0,0,7,chars/73A6.json
玩,C,wán,Ngoạn,chơi với,not-resolved,,,not-resolved,16,10,2,chars/73A9.json
玫,C,méi,,(ngọc đẹp); dùng trong 玫瑰[mei2 gui1],not-resolved,,,not-resolved,2,10,7,chars/73AB.json
玭,C,pín,,ngọc trai,not-resolved,,,not-resolved,0,0,7,chars/73AD.json
玮,C,wěi,,(ngọc màu đỏ); quý giá,not-resolved,,,not-resolved,1,0,7,chars/73AE.json
环,C,huán,,bao quanh,not-resolved,,,not-resolved,10,10,3,chars/73AF.json
现,C,xiàn,Hiện,xuất hiện; hiện tại,not-resolved,,,not-resolved,20,10,1,chars/73B0.json
玱,C,qiāng,,(từ tượng thanh) tiếng leng keng của ngọc,not-resolved,,,not-resolved,0,0,7,chars/73B1.json
玲,C,líng,Liếng,(từ tượng thanh) leng keng (trong các từ như 玎玲 hoặc 玲瓏|玲珑); tiếng leng keng của đồ trang sức bằng ngọc,not-resolved,,,not-resolved,6,0,7,chars/73B2.json
玳,C,dài,Ngan / Đồi,mai rùa; rùa,not-resolved,,,not-resolved,1,0,7,chars/73B3.json
玶,C,píng,,tên một loại ngọc,not-resolved,,,not-resolved,0,0,7,chars/73B6.json
玷,C,diàn,Dẽ / Điếm,vết nhơ; ô danh,not-resolved,,,not-resolved,3,0,7,chars/73B7.json
玹,C,xuán,,đá quý như ngọc; màu ngọc,not-resolved,,,not-resolved,0,0,7,chars/73B9.json
玺,B,xǐ,Tỉ,ấn của người cai trị,resolved,玉,Bộ Ngọc,record-radical,2,0,7,chars/73BA.json
玻,C,bō,,thủy tinh,not-resolved,,,not-resolved,6,9,5,chars/73BB.json
玼,C,cǐ,,trong suốt (như trong viên ngọc),not-resolved,,,not-resolved,0,0,7,chars/73BC.json
珀,C,pò,Phách,dùng trong 琥珀[hu3 po4],not-resolved,,,not-resolved,4,1,7,chars/73C0.json
珂,C,kē,,đá giống ngọc,not-resolved,,,not-resolved,1,0,7,chars/73C2.json
珃,C,rǎn,,(ngọc),not-resolved,,,not-resolved,0,0,7,chars/73C3.json
珅,C,shēn,,một loại ngọc,not-resolved,,,not-resolved,1,0,7,chars/73C5.json
珇,C,zǔ,,chạm khắc trên ngọc,not-resolved,,,not-resolved,0,0,7,chars/73C7.json
珈,C,jiā,,gamma; đồ trang sức,not-resolved,,,not-resolved,0,0,7,chars/73C8.json
珉,C,mín,,"đá cẩm thạch, đá giống ngọc",not-resolved,,,not-resolved,0,0,7,chars/73C9.json
珊,C,shān,San,san hô,not-resolved,,,not-resolved,6,1,7,chars/73CA.json
珌,C,bì,,ngọc trên vỏ kiếm,not-resolved,,,not-resolved,0,0,7,chars/73CC.json
珍,C,zhēn,Trân,vật quý; báu vật,not-resolved,,,not-resolved,9,10,5,chars/73CD.json
珏,C,jué,,hai viên ngọc gắn cùng nhau,not-resolved,,,not-resolved,0,0,7,chars/73CF.json
珐,C,fà,,đồ tráng men; đồ tráng men đồng,not-resolved,,,not-resolved,2,0,7,chars/73D0.json
珑,C,lóng,,tiếng trang sức ngọc kêu,not-resolved,,,not-resolved,4,0,7,chars/73D1.json
珓,C,jiào,,đôi vật hình bán cầu dùng trong bói toán,not-resolved,,,not-resolved,0,0,7,chars/73D3.json
珔,C,jiàn,,(ngọc),not-resolved,,,not-resolved,0,0,7,chars/73D4.json
珖,C,guāng,,(ngọc),not-resolved,,,not-resolved,0,0,7,chars/73D6.json
珙,C,gǒng,,(đá quý),not-resolved,,,not-resolved,2,0,7,chars/73D9.json
珚,C,yān,,một loại ngọc,not-resolved,,,not-resolved,0,0,7,chars/73DA.json
珛,C,xiù,,ngọc nhanh hỏng,not-resolved,,,not-resolved,0,0,7,chars/73DB.json
珞,C,luò,,đồ trang sức cổ,not-resolved,,,not-resolved,3,0,7,chars/73DE.json
珠,C,zhū,Châu,hạt; trân châu,not-resolved,,,not-resolved,9,10,6,chars/73E0.json
珡,C,qín,,"biến thể của 琴[qin2], cổ cầm hoặc đàn tranh",not-resolved,,,not-resolved,0,0,7,chars/73E1.json
珣,C,xún,,(ngọc),not-resolved,,,not-resolved,0,0,7,chars/73E3.json
珤,C,bǎo,,,not-resolved,,,not-resolved,0,0,,chars/73E4.json
珥,C,ěr,Yến / Nhẹ,bông tai ngọc trai hoặc ngọc bích,not-resolved,,,not-resolved,0,0,7,chars/73E5.json
珧,C,yáo,,xà cừ,not-resolved,,,not-resolved,0,0,7,chars/73E7.json
珩,C,héng,,viên ngọc trên cùng của mặt dây chuyền từ đai ngọc,not-resolved,,,not-resolved,0,0,7,chars/73E9.json
珪,C,guī,,biến thể của 圭[gui1],not-resolved,,,not-resolved,0,0,7,chars/73EA.json
班,C,bān,Ban,ca làm việc,not-resolved,,,not-resolved,16,10,3,chars/73ED.json
珰,C,dāng,,(văn học) đồ trang sức đeo; hoa tai,not-resolved,,,not-resolved,0,0,7,chars/73F0.json
珲,C,hún,,(ngọc đẹp),not-resolved,,,not-resolved,2,0,7,chars/73F2.json
珳,C,wén,,biến thể cũ của 玟[wen2],not-resolved,,,not-resolved,0,0,7,chars/73F3.json
珵,C,chéng,,ngọc đẹp; trang sức bằng ngọc,not-resolved,,,not-resolved,0,0,7,chars/73F5.json
珶,C,dì,,ngọc trắng đeo ở thắt lưng,not-resolved,,,not-resolved,0,0,7,chars/73F6.json
珷,C,wǔ,,ngọc kém chất lượng; một loại ngọc,not-resolved,,,not-resolved,0,0,7,chars/73F7.json
珺,C,jùn,,ngọc đẹp,not-resolved,,,not-resolved,0,0,7,chars/73FA.json
珻,C,méi,,biến thể cũ của 玫[mei2],not-resolved,,,not-resolved,0,0,7,chars/73FB.json
珽,C,tǐng,,quyền trượng,not-resolved,,,not-resolved,0,0,7,chars/73FD.json
琀,C,hán,,ngọc trai hoặc châu báu từng được đặt vào miệng xác chết,not-resolved,,,not-resolved,0,0,7,chars/7400.json
琁,C,xuán,,ngọc đẹp; ngôi sao,not-resolved,,,not-resolved,0,0,7,chars/7401.json
球,C,qiú,Cầu,quả bóng,not-resolved,,,not-resolved,20,10,2,chars/7403.json
琅,C,láng,,đá giống ngọc; sạch và trắng,not-resolved,,,not-resolved,5,0,7,chars/7405.json
理,C,lǐ,Lí,chú ý,not-resolved,,,not-resolved,20,10,3,chars/7406.json
琇,C,xiù,,(ngọc),not-resolved,,,not-resolved,0,0,7,chars/7407.json
琉,C,liú,Lưu,đá quý,not-resolved,,,not-resolved,5,0,7,chars/7409.json
琎,C,jìn,,đá giống ngọc,not-resolved,,,not-resolved,0,0,7,chars/740E.json
琏,C,liǎn,,đồ tế lễ dùng để đựng ngũ cốc; cũng đọc là [lian2],not-resolved,,,not-resolved,0,0,7,chars/740F.json
琐,C,suǒ,,vụn vặt; không đáng kể,not-resolved,,,not-resolved,6,0,7,chars/7410.json
琖,C,zhǎn,,cốc rượu,not-resolved,,,not-resolved,0,0,7,chars/7416.json
琚,C,jū,,đá quý trang trí thắt lưng,not-resolved,,,not-resolved,0,0,7,chars/741A.json
琛,C,chēn,,đá quý; ngọc,not-resolved,,,not-resolved,2,0,7,chars/741B.json
琝,C,mín,,biến thể cũ của 玟[min2],not-resolved,,,not-resolved,0,0,7,chars/741D.json
琠,C,diǎn,,đá quý dùng làm nút tai; bông tai ngọc,not-resolved,,,not-resolved,0,0,7,chars/7420.json
琢,C,zhuó,Chác,mài cắt (ngọc),not-resolved,,,not-resolved,3,5,6,chars/7422.json
琤,C,chēng,,tiếng leng keng của ngọc,not-resolved,,,not-resolved,0,0,7,chars/7424.json
琥,C,hǔ,,dùng trong 琥珀[hu3 po4],not-resolved,,,not-resolved,1,1,7,chars/7425.json
琦,C,qí,,đồ cổ; đá quý,not-resolved,,,not-resolved,1,0,7,chars/7426.json
琨,C,kūn,,(ngọc),not-resolved,,,not-resolved,0,0,7,chars/7428.json
琪,C,qí,,ngọc đẹp,not-resolved,,,not-resolved,3,0,7,chars/742A.json
琫,C,běng,,trang sức ngọc của vỏ bao,not-resolved,,,not-resolved,0,0,7,chars/742B.json
琬,C,wǎn,,biểu tượng hoàng gia,not-resolved,,,not-resolved,0,0,7,chars/742C.json
琭,C,lù,,(ngọc),not-resolved,,,not-resolved,0,0,7,chars/742D.json
琮,C,Cóng,,họ [Cong2],not-resolved,,,not-resolved,0,0,7,chars/742E.json
琯,C,guǎn,,nhạc cụ; chạm ngọc hoặc vàng,not-resolved,,,not-resolved,0,0,7,chars/742F.json
琰,C,yǎn,,đá quý; ánh lấp lánh của đá quý,not-resolved,,,not-resolved,0,0,7,chars/7430.json
琱,C,diāo,,chạm khắc đá quý,not-resolved,,,not-resolved,0,0,7,chars/7431.json
琲,C,bèi,,vòng cổ,not-resolved,,,not-resolved,0,0,7,chars/7432.json
琳,C,lín,,đá quý,not-resolved,,,not-resolved,6,0,7,chars/7433.json
琴,C,qín,Cầm,nhạc cụ,not-resolved,,,not-resolved,7,10,4,chars/7434.json
琵,C,pí,Tì,"xem 琵琶, đàn tì bà",not-resolved,,,not-resolved,1,0,7,chars/7435.json
琶,C,pá,Bà,"xem 琵琶, đàn tì bà",not-resolved,,,not-resolved,1,0,7,chars/7436.json
琼,C,qióng,Sừng / Quỳnh,ngọc thạch; ngọc đẹp,not-resolved,,,not-resolved,6,1,7,chars/743C.json
瑀,C,yǔ,,(đá canxedon),not-resolved,,,not-resolved,0,0,7,chars/7440.json
瑁,C,mào,Cười / Mồi,(ngọc),not-resolved,,,not-resolved,1,0,7,chars/7441.json
瑂,C,méi,,(loại đá giống ngọc),not-resolved,,,not-resolved,0,0,7,chars/7442.json
瑃,C,chūn,,(một loại ngọc),not-resolved,,,not-resolved,0,0,7,chars/7443.json
瑄,C,xuān,,mảnh ngọc trang trí,not-resolved,,,not-resolved,0,0,7,chars/7444.json
瑉,C,mín,,biến thể của 珉[min2],not-resolved,,,not-resolved,0,0,7,chars/7449.json
瑏,C,chuān,,(ngọc),not-resolved,,,not-resolved,0,0,7,chars/744F.json
瑑,C,zhuàn,,đường khắc,not-resolved,,,not-resolved,0,0,7,chars/7451.json
瑔,C,quán,,ngọc; vỏ,not-resolved,,,not-resolved,0,0,7,chars/7454.json
