char,tier,pinyin,meaningVi,missing,source
粲,C,càn,đẹp; rạng rỡ,"bộ thủ, câu liên quan, Hán Việt",chars/7CB2.json
粳,B,jīng,biến thể của 粳[jing1],"câu liên quan, Hán Việt",chars/7CB3.json
粻,C,zhāng,thức ăn; cơm trắng nấu chín,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7CBB.json
粼,A,lín,trong (như nước),Hán Việt,chars/7CBC.json
粽,A,zòng,bánh ú gói lá,Hán Việt,chars/7CBD.json
粿,C,guǒ,bánh gạo (thường làm từ bột gạo nếp và hấp),"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7CBF.json
糁,B,sǎn,trộn (bột),câu liên quan,chars/7CC1.json
糅,B,róu,trộn,"câu liên quan, Hán Việt",chars/7CC5.json
糆,C,miàn,biến thể của 麵|面[mian4]; bún gạo,"bộ thủ, từ liên quan, câu liên quan",chars/7CC6.json
糇,B,hóu,lương khô,"từ liên quan, câu liên quan, Hán Việt",chars/7CC7.json
糈,B,xǔ,lương chính thức; gạo cúng tế,"từ liên quan, câu liên quan, Hán Việt",chars/7CC8.json
糌,B,zān,"zanba, bánh mì lúa mạch Tây Tạng","câu liên quan, Hán Việt",chars/7CCC.json
糍,B,cí,bánh gạo nếp,"câu liên quan, Hán Việt",chars/7CCD.json
糒,C,bèi,thức ăn cho hành trình; bánh,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7CD2.json
糔,C,xiǔ,"rửa (gạo, v.v.)","bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7CD4.json
糕,A,gāo,bánh,Hán Việt,chars/7CD5.json
糗,C,Qiǔ,họ [Qiu3],"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7CD7.json
糙,A,cāo,thô; nhám (về kết cấu),Hán Việt,chars/7CD9.json
糜,B,Mí,họ [Mi2],"câu liên quan, Hán Việt",chars/7CDC.json
糟,A,zāo,khủng khiếp,Hán Việt,chars/7CDF.json
糠,B,kāng,biến thể của 糠[kang1],"câu liên quan, Hán Việt",chars/7CE0.json
糢,B,mó,mờ ảo,"từ liên quan, câu liên quan, Hán Việt",chars/7CE2.json
糨,B,jiàng,"(dùng cho súp, hồ dán, v.v.) đặc","câu liên quan, Hán Việt",chars/7CE8.json
糬,B,shǔ,dùng trong 麻糬[ma2 shu3],"từ liên quan, câu liên quan, Hán Việt",chars/7CEC.json
糭,C,zòng,biến thể cũ của 粽[zong4],"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7CED.json
糯,B,nuò,biến thể của 糯[nuo4],"câu liên quan, Hán Việt",chars/7CEF.json
糱,C,niè,hạt lên men; men,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7CF1.json
糸,B,mì,sợi tơ nhỏ.,"từ liên quan, câu liên quan, Hán Việt",chars/7CF8.json
糹,B,mì,sợi tơ nhỏ.,"từ liên quan, câu liên quan, Hán Việt",chars/7CF9.json
糺,C,jiǔ,"quân đội (sử dụng trong các triều đại Liêu, Kim và Nguyên)","bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7CFA.json
紊,A,wěn,rối rắm; lẫn lộn,Hán Việt,chars/7D0A.json
紑,C,fóu,sáng; bóng (về lụa),"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7D11.json
紟,C,jīn,dây đai; buộc,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7D1F.json
紩,C,zhì,khâu; vá,"bộ thủ, từ liên quan, câu liên quan",chars/7D29.json
累,C,lèi,mệt mỏi,bộ thủ,chars/7D2F.json
紽,C,tuó,bím trên áo,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7D3D.json
紾,C,zhěn,cong; ngang bướng,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7D3E.json
絁,C,shī,"lụa thô, không tinh tế","bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7D41.json
絃,C,xián,biến thể của 弦; dây cung,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7D43.json
経,C,jīng,biến thể Nhật Bản của 經|经,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7D4C.json
絍,C,rèn,dệt; dăng sợi để dệt,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7D4D.json
絓,B,guà,cản trở; xúc phạm,"từ liên quan, câu liên quan, Hán Việt",chars/7D53.json
絖,C,kuàng,tơ hoặc bông mịn,"bộ thủ, từ liên quan, câu liên quan",chars/7D56.json
絘,B,cì,thuế cổ dạng kiện vải,"từ liên quan, câu liên quan, Hán Việt",chars/7D58.json
絚,C,gēng,biến thể cũ của 緪[geng1],"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7D5A.json
絜,B,jié,sạch sẽ,"từ liên quan, câu liên quan, Hán Việt",chars/7D5C.json
絣,C,bǐng,"Ikat, một loại lụa dệt; Kasuri","bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7D63.json
絫,C,lěi,"biến thể của 累[lei3], tích luỹ","bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7D6B.json
絮,A,xù,bông gòn; nghĩa bóng: chèn lấp,Hán Việt,chars/7D6E.json
絵,C,huì,biến thể tiếng Nhật của 繪|绘,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7D75.json
絷,C,zhí,kết nối; trói buộc,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7D77.json
絻,B,miǎn,biến thể cũ của 冕[mian3],"từ liên quan, câu liên quan, Hán Việt",chars/7D7B.json
絿,C,qiú,khẩn cấp; cấp bách,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7D7F.json
綂,C,tǒng,biến thể cũ của 統|统[tong3],"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7D82.json
綅,C,qīn,mào lụa đỏ trên mũ giáp,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7D85.json
綍,C,fú,dây thừng nặng; dây khiêng quan tài,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7D8D.json
綎,C,tīng,dây tết bằng lụa,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7D8E.json
綗,C,jiǒng,biến thể của 絅|䌹[jiong3],"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7D97.json
綘,C,féng,biến thể của 縫|缝[feng2],"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7D98.json
継,C,jì,biến thể tiếng Nhật của 繼|继,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7D99.json
続,C,xù,biến thể tiếng Nhật của 續|续,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7D9A.json
綥,C,qí,màu xám đậm; dép rơm,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7DA5.json
綦,B,qí,màu xám đậm; bậc nhất,"câu liên quan, Hán Việt",chars/7DA6.json
綮,C,qǐ,cờ thêu,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7DAE.json
綷,B,cuì,lụa ngũ sắc; xem 綷縩[cui4 cai4],"từ liên quan, câu liên quan, Hán Việt",chars/7DB7.json
緁,C,jié,nối; chắp,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7DC1.json
緅,C,zōu,lụa tím,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7DC5.json
緆,C,xī,vải bố mịn; vải thô,"bộ thủ, từ liên quan, câu liên quan",chars/7DC6.json
緌,C,ruí,dây mũ,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7DCC.json
緎,C,yù,đường may,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7DCE.json
総,C,zǒng,biến thể tiếng Nhật của 總|总,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7DCF.json
緑,C,lǜ,biến thể tiếng Nhật của 綠|绿[lu:4],"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7DD1.json
緖,C,xù,biến thể của 緒|绪[xu4],"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7DD6.json
緤,C,xiè,biến thể của 紲|绁[xie4]; trói,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7DE4.json
緪,C,gēng,một sợi dây,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7DEA.json
緫,C,zǒng,biến thể của 總|总[zong3],"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7DEB.json
縁,C,yuán,biến thể tiếng Nhật của 緣|缘,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7E01.json
縂,C,zǒng,biến thể của 總|总[zong3],"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7E02.json
縃,C,xū,lụa mịn,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7E03.json
縄,C,shéng,biến thể tiếng Nhật của 繩|绳,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7E04.json
縏,C,pán,túi nhỏ; bao,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7E0F.json
縚,C,tāo,bện; dây,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7E1A.json
縠,C,hú,lụa mỏng mịn,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7E20.json
縡,C,zài,sự việc; chuyện,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7E21.json
縢,C,téng,buộc; dây,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7E22.json
縦,C,zòng,biến thể cũ của 縱|纵[zong4],"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7E26.json
縩,B,cài,xem 綷縩[cui4 cai4],"từ liên quan, câu liên quan, Hán Việt",chars/7E29.json
縰,C,xǐ,dây buộc tóc,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7E30.json
縻,B,mí,trói lại,"từ liên quan, câu liên quan, Hán Việt",chars/7E3B.json
縿,C,shān,tua trang trí; trang trí của cờ,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7E3F.json
繄,C,yī,thán từ; tiếng thở dài,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7E44.json
繇,C,yáo,dân ca; lao động cưỡng bức,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7E47.json
繈,C,qiǎng,vải để địu em bé sau lưng,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7E48.json
繊,C,xiān,biến thể Nhật Bản của 纖|纤,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7E4A.json
繋,C,xì,biến thể của 繫|系[xi4],"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7E4B.json
繐,C,suì,vải mịn và lỏng; tua,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7E50.json
繘,C,yù,dây giếng,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7E58.json
繙,C,fān,phiên dịch,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7E59.json
繠,C,ruǐ,đung đưa; treo lỏng lẻo,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7E60.json
繣,C,huà,bướng bỉnh; ngang ngược,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7E63.json
繨,C,dá,một nút (của sợi dây),"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7E68.json
纂,B,zuǎn,(văn học) biên soạn (biến thể của 纂[zuan3]),"câu liên quan, Hán Việt",chars/7E82.json
纉,C,zuǎn,biến thể của 纘|缵[zuan3],"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7E89.json
纎,C,xiān,biến thể cũ của 纖|纤[xian1],"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7E8E.json
纑,C,lú,sợi gai; mặc đồ gai,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7E91.json
纒,C,chán,biến thể cũ của 纏|缠[chan2],"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7E92.json
纙,C,luò,dây xâu tiền xu,"bộ thủ, từ liên quan, câu liên quan",chars/7E99.json
纚,C,lí,(văn học) buộc; thắt,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7E9A.json
纛,C,dào,cờ lớn; cờ hoặc quạt lông,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7E9B.json
纟,B,mì,sợi tơ nhỏ.,"từ liên quan, câu liên quan, Hán Việt",chars/7E9F.json
纠,A,jiū,biến thể cũ của 糾|纠[jiu1],Hán Việt,chars/7EA0.json
纡,B,Yū,họ [Yu1],"từ liên quan, câu liên quan",chars/7EA1.json
纣,B,zhòu,"Trụ, tên gọi miệt thị được đặt thuỵ hiệu cho vị vua cuối cùng của nhà Thương, vua Trụ nhà Thương 商紂王|商纣王[Shang1 Zhou4 Wang2] (tên này chỉ đuôi ngựa 紂|纣[zhou4], phần dây cương dễ bị","câu liên quan, Hán Việt",chars/7EA3.json
纤,A,qiàn,dây thừng kéo thuyền,Hán Việt,chars/7EA4.json
纥,C,gē,nút,"bộ thủ, câu liên quan",chars/7EA5.json
纨,B,wán,trắng; lụa trắng,"câu liên quan, Hán Việt",chars/7EA8.json
纩,B,kuàng,tơ hoặc bông mịn,"từ liên quan, câu liên quan, Hán Việt",chars/7EA9.json
纫,C,rèn,xâu kim; may; khâu,"bộ thủ, câu liên quan, Hán Việt",chars/7EAB.json
纭,B,yún,rối loạn; đông đúc,"câu liên quan, Hán Việt",chars/7EAD.json
纮,C,hóng,dây mũ; rộng lớn,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7EAE.json
纰,B,pī,lỗi; sự cẩu thả,"câu liên quan, Hán Việt",chars/7EB0.json
纴,B,rèn,dệt; dăng sợi dọc để dệt,"từ liên quan, câu liên quan, Hán Việt",chars/7EB4.json
纶,C,lún,phân loại; vặn tơ,"bộ thủ, câu liên quan",chars/7EB6.json
纸,A,zhǐ,giấy,Hán Việt,chars/7EB8.json
纻,C,zhù,cây gai (Boehmeria nivea),"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7EBB.json
纾,C,shū,dồi dào; dư dả,"bộ thủ, câu liên quan, Hán Việt",chars/7EBE.json
线,A,xiàn,"dòng, sợi, tuyến",Hán Việt,chars/7EBF.json
绀,B,gàn,màu tím hoặc màu tía,"câu liên quan, Hán Việt",chars/7EC0.json
绁,B,xiè,buộc; trói,"từ liên quan, câu liên quan, Hán Việt",chars/7EC1.json
绂,C,fú,dải đeo ấn; đai lưng,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7EC2.json
绉,B,zhòu,vải crepe; nếp nhăn,câu liên quan,chars/7EC9.json
绊,B,bàn,vấp; ngã,câu liên quan,chars/7ECA.json
绋,B,fú,dây thừng nặng; dây của quan tài,"câu liên quan, Hán Việt",chars/7ECB.json
绌,B,chù,lụa đỏ thẫm; sự thiếu hụt,"câu liên quan, Hán Việt",chars/7ECC.json
绐,B,dài,lừa gạt; giả vờ,"từ liên quan, câu liên quan, Hán Việt",chars/7ED0.json
绑,A,bǎng,buộc,Hán Việt,chars/7ED1.json
绒,B,róng,vải nhung; len,câu liên quan,chars/7ED2.json
绔,C,kù,biến thể của 褲|裤[ku4],"bộ thủ, câu liên quan, Hán Việt",chars/7ED4.json
绖,C,dié,dải vải gai đeo trên đầu hoặc thắt lưng của người để tang,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7ED6.json
绗,B,háng,chần,"từ liên quan, câu liên quan, Hán Việt",chars/7ED7.json
绚,A,xuàn,trang trí; nhanh,Hán Việt,chars/7EDA.json
绛,B,Jiàng,kinh đô nước Tấn trong Thời Xuân Thu (770-475 TCN),"câu liên quan, Hán Việt",chars/7EDB.json
绝,A,jué,tuyệt đối,Hán Việt,chars/7EDD.json
绞,B,jiǎo,vặn (sợi thành chỉ); làm rối,câu liên quan,chars/7EDE.json
绠,B,gěng,(văn học) dây giếng (để kéo nước),"từ liên quan, câu liên quan, Hán Việt",chars/7EE0.json
绡,B,xiāo,lụa thô,"từ liên quan, câu liên quan, Hán Việt",chars/7EE1.json
绢,A,juàn,loại vải lụa mỏng và dai,Hán Việt,chars/7EE2.json
绤,C,xì,vải gai thô,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7EE4.json
绥,B,suí,dẹp yên; Đài Loan phát âm [sui1],câu liên quan,chars/7EE5.json
绦,B,dí,xem 絛綸|绦纶[di2 lun2],"câu liên quan, Hán Việt",chars/7EE6.json
绨,B,tí,vải pongee thô màu đen xanh,"từ liên quan, câu liên quan, Hán Việt",chars/7EE8.json
绪,A,xù,khởi đầu; manh mối,Hán Việt,chars/7EEA.json
绫,B,líng,gấm; lụa mỏng,"từ liên quan, câu liên quan",chars/7EEB.json
绮,B,qǐ,đẹp; lụa hoa văn,"câu liên quan, Hán Việt",chars/7EEE.json
绯,A,fēi,đỏ thẫm; lụa tím,Hán Việt,chars/7EEF.json
绱,B,shàng,đóng đế giày,"từ liên quan, câu liên quan, Hán Việt",chars/7EF1.json
绲,B,gǔn,dây; thắt lưng thêu,"từ liên quan, câu liên quan, Hán Việt",chars/7EF2.json
维,A,Wéi,viết tắt của Duy Ngô Nhĩ 維吾爾|维吾尔[Wei2 wu2 er3]; họ [Wei2],Hán Việt,chars/7EF4.json
绵,C,mián,tơ tằm; liên tục,bộ thủ,chars/7EF5.json
绶,B,shòu,dây đeo ấn,"câu liên quan, Hán Việt",chars/7EF6.json
绷,A,běng,kéo dài mặt,Hán Việt,chars/7EF7.json
绸,A,chóu,lụa (mỏng); LT:匹[pi3],Hán Việt,chars/7EF8.json
绹,C,táo,buộc; dây,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7EF9.json
绺,C,liǔ,con; chùm,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7EFA.json
绻,B,quǎn,ràng buộc trong liên minh,câu liên quan,chars/7EFB.json
综,A,zèng,sợi dây trong khung cửi; Ấn phẩm Đài Loan: [zong4],Hán Việt,chars/7EFC.json
绽,A,zhàn,nở tung; toạc ra,Hán Việt,chars/7EFD.json
绾,B,wǎn,búi lại; xâu lại với nhau,"từ liên quan, câu liên quan, Hán Việt",chars/7EFE.json
缀,C,chuò,biến thể của 輟|辍[chuo4],"bộ thủ, Hán Việt",chars/7F00.json
缁,C,zī,người theo đạo Phật; lụa đen,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7F01.json
缂,B,kè,dùng trong 緙絲|缂丝[ke4 si1],"câu liên quan, Hán Việt",chars/7F02.json
缃,B,xiāng,màu vàng nhạt,"từ liên quan, câu liên quan, Hán Việt",chars/7F03.json
缄,B,jiān,(hộp) gỗ; cốc,"câu liên quan, Hán Việt",chars/7F04.json
缅,A,Miǎn,Myanmar (trước đây là Miến Điện) (viết tắt của 緬甸|缅甸[Mian3 dian4]),Hán Việt,chars/7F05.json
缆,A,lǎn,cáp; dây cáp,Hán Việt,chars/7F06.json
缇,B,tí,lụa màu cam đỏ; màu cam đỏ,"từ liên quan, câu liên quan, Hán Việt",chars/7F07.json
缈,C,miǎo,mơ hồ,"bộ thủ, câu liên quan, Hán Việt",chars/7F08.json
缉,A,jī,bắt; bắt giữ,Hán Việt,chars/7F09.json
缊,B,yūn,màu cam; dùng trong 絪縕|𬘡缊[yin1 yun1],"từ liên quan, câu liên quan, Hán Việt",chars/7F0A.json
缋,B,huì,nhiều màu; vẽ,"từ liên quan, câu liên quan, Hán Việt",chars/7F0B.json
缌,B,sī,vải lanh mịn,"từ liên quan, câu liên quan, Hán Việt",chars/7F0C.json
缎,B,duàn,vải sa tanh,câu liên quan,chars/7F0E.json
缏,B,biàn,bím tóc,"từ liên quan, câu liên quan, Hán Việt",chars/7F0F.json
缑,B,Gōu,họ [Gou1],"từ liên quan, câu liên quan, Hán Việt",chars/7F11.json
缒,B,zhuì,thả xuống bằng dây,"từ liên quan, câu liên quan, Hán Việt",chars/7F12.json
缓,A,huǎn,làm chậm lại,Hán Việt,chars/7F13.json
缗,B,mín,dây; dây câu,"từ liên quan, câu liên quan",chars/7F17.json
缙,B,jìn,lụa đỏ,"câu liên quan, Hán Việt",chars/7F19.json
缚,A,fù,trói; buộc,Hán Việt,chars/7F1A.json
缜,B,zhěn,mịn và dày,"câu liên quan, Hán Việt",chars/7F1C.json
缝,A,féng,may; đường may,Hán Việt,chars/7F1D.json
缞,C,cuī,áo tang làm từ vải gai thô,"bộ thủ, từ liên quan, câu liên quan, Hán Việt",chars/7F1E.json
缟,B,gǎo,lụa trắng trơn,"câu liên quan, Hán Việt",chars/7F1F.json
缡,B,lí,khăn voan cưới hoặc khăn trùm đầu,"câu liên quan, Hán Việt",chars/7F21.json
缢,B,yì,(văn học) chết do treo cổ hoặc bóp cổ,câu liên quan,chars/7F22.json
缣,B,jiān,lụa dày chống thấm nước,"từ liên quan, câu liên quan, Hán Việt",chars/7F23.json
缤,A,bīn,hỗn loạn; đầy màu sắc,Hán Việt,chars/7F24.json
缥,B,piǎo,dùng trong 縹渺|缥渺[piao1 miao3]; cách phát âm ở Đài Loan: [piao3],"câu liên quan, Hán Việt",chars/7F25.json
