target,type,pinyin,meaning,levels,libraries,radicalStatus,radical,relatedCount,collocationCount,sentenceCount,grammarCount,componentCount,hasMemory
汉语,multi-character-word,hàn yǔ,tiếng Trung,"1,2,3,4","boya,new_hsk,yct",,,0,4,10,4,0,True
汗,single-character,hàn,mồ hôi,"1,4,5","boya,hsk,new_hsk",resolved,水,4,2,10,0,1,True
汗水,multi-character-word,hàn shuǐ,mồ hôi,7,new_hsk,,,0,0,5,0,2,True
汗腺,multi-character-word,hàn xiàn,tuyến mồ hôi,5,hsk,,,0,0,0,0,0,True
汛,single-character,xùn,nước dâng lụt; lũ lụt,7,char_dictionary,resolved,水,1,2,3,0,0,False
江,single-character,jiāng,sông,4,new_hsk,resolved,水,2,4,10,0,1,True
池,single-character,Chí,họ [Chi2],5,char_dictionary,resolved,水,3,6,10,0,0,False
池塘,multi-character-word,chí táng,ao,"5,7","hsk,new_hsk",,,0,1,5,0,2,True
污,single-character,wū,biến thể của 污[wu1],4,char_dictionary,resolved,水,4,10,10,0,0,False
污染,multi-character-word,wū rǎn,ô nhiễm,4,hsk,,,0,8,10,0,2,True
污秽,multi-character-word,wū huì,dơ bẩn,7,new_hsk,,,0,2,4,0,2,True
污蔑,multi-character-word,wū miè,vu khống,6,hsk,,,0,0,3,0,2,True
汤,single-character,tāng,"canh, súp","2,3,4","boya,hsk,new_hsk,yct",resolved,水,1,7,10,0,1,True
汤圆,multi-character-word,tāng yuán,bánh trôi nước,7,new_hsk,,,0,2,4,0,2,True
汪,single-character,Wāng,họ [Wang1],7,char_dictionary,resolved,水,1,5,4,0,0,False
汪洋,multi-character-word,wāng yáng,đại dương mênh mông,7,"boya,new_hsk",,,0,5,3,0,2,True
汰,single-character,tài,loại bỏ; loại trừ,6,char_dictionary,resolved,水,2,0,7,0,0,False
汹,single-character,xiōng,dữ dội; ào ạt,6,char_dictionary,resolved,水,1,2,5,0,0,False
汹涌,multi-character-word,xiōng yǒng,dâng trào dữ dội,7,new_hsk,,,0,2,5,0,2,True
汽,single-character,qì,hơi nước; hơi,2,char_dictionary,resolved,水,5,10,10,2,0,False
汽水,multi-character-word,qì shuǐ,nước ngọt,4,new_hsk,,,0,0,0,0,2,True
汽油,multi-character-word,qì yóu,xăng,"4,5","hsk,new_hsk",,,0,2,5,0,0,True
汽车,multi-character-word,qì chē,xe ô tô,"1,2","boya,new_hsk",,,1,10,10,2,2,True
沃,single-character,wò,màu mỡ; giàu có,6,char_dictionary,resolved,水,1,0,6,0,0,False
沉,single-character,chén,chìm,"4,5","hsk,new_hsk",resolved,水,13,10,10,0,1,True
沉思,multi-character-word,chén sī,trầm tư,7,new_hsk,,,0,0,3,0,0,True
沉浸,multi-character-word,chén jìn,ngâm mình,7,new_hsk,,,0,3,6,0,2,True
沉淀,multi-character-word,chén diàn,"kết tủa, trầm tích",7,new_hsk,,,0,0,3,0,0,True
沉甸甸,multi-character-word,chén diàn diàn,nặng trĩu,7,new_hsk,,,0,3,4,0,3,True
沉痛,multi-character-word,chén tòng,"Đau buồn sâu sắc, nặng trĩu",7,boya,,,0,0,2,0,0,True
沉着,multi-character-word,chén zhuó,bình tĩnh,"6,7","hsk,new_hsk",,,0,0,4,0,2,True
沉稳,multi-character-word,chén wěn,trầm tĩnh,7,new_hsk,,,0,3,4,0,2,True
沉迷,multi-character-word,chén mí,nghiện,7,new_hsk,,,0,4,8,0,2,True
沉重,multi-character-word,chén zhòng,nặng,"4,6","hsk,new_hsk",,,0,0,4,0,0,True
沉闷,multi-character-word,chén mèn,ngột ngạt,"6,7","boya,hsk,new_hsk",,,0,0,3,0,2,True
沉默,multi-character-word,chén mò,im lặng,"4,5","boya,hsk,new_hsk",,,0,3,10,0,0,True
沏,single-character,qī,pha,"6,7","hsk,new_hsk",resolved,水,0,0,0,0,1,True
沐,single-character,mù,tắm; rửa,6,char_dictionary,resolved,水,2,2,7,0,0,False
沐浴,multi-character-word,mù yù,tắm,8,boya,,,1,2,7,0,2,True
沐浴露,multi-character-word,mù yù lù,sữa tắm,7,new_hsk,,,0,2,4,0,3,True
沙,single-character,shā,cát,6,boya,resolved,水,8,10,10,0,0,True
沙丁鱼,multi-character-word,shā dīng yú,cá mòi,5,hsk,,,0,0,0,0,0,True
沙发,multi-character-word,shā fā,ghế sofa,"3,4","hsk,new_hsk,yct",,,0,2,3,0,0,True
沙子,multi-character-word,shā zi,cát,"3,5,6","boya,hsk,new_hsk",,,0,1,3,0,2,True
沙滩,multi-character-word,shā tān,bãi cát,"3,5,7","boya,hsk,new_hsk",,,0,2,8,0,2,True
沙漠,multi-character-word,shā mò,sa mạc,5,hsk,,,0,4,10,0,2,True
沙锅,multi-character-word,shā guō,"Nồi đất, nồi gốm",3,boya,,,0,0,2,0,0,True
沙龙,multi-character-word,shā lóng,salon,7,new_hsk,,,0,3,4,0,2,True
沛,single-character,pèi,dồi dào; phong phú,6,char_dictionary,not-resolved,,1,1,4,0,0,False
沟,single-character,gōu,mương; rãnh,5,char_dictionary,resolved,水,3,2,10,0,0,False
沟壑,multi-character-word,gōu hè,"Khe núi, vực sâu; rãnh, mương",8,boya,,,0,0,2,0,0,True
沟通,multi-character-word,gōu tōng,giao tiếp,"2,4,5,7","boya,hsk",,,0,2,10,0,2,True
没,single-character,méi,không có,"1,3","boya,new_hsk,yct",resolved,水,15,10,10,4,0,True
没事,multi-character-word,méi shì,"không sao, không có gì",1,new_hsk,,,1,1,8,0,0,True
没事儿,multi-character-word,méi shìr,không sao đâu,1,new_hsk,,,0,0,0,0,3,True
没什么,multi-character-word,méi shén me,không có gì,1,new_hsk,,,0,5,10,0,3,True
没关系,multi-character-word,méi guān xi,không sao,"1,2","boya,hsk,new_hsk,yct",,,0,3,6,1,3,True
没准儿,multi-character-word,méi zhǔnr,có lẽ,"7,8","boya,new_hsk",,,0,3,6,0,2,True
没劲,multi-character-word,méi jìn,nhàm chán,7,new_hsk,,,0,1,3,0,2,True
没完没了,multi-character-word,méi wán méi liǎo,"vô tận, không kết thúc",7,new_hsk,,,0,3,5,0,4,True
没想到,multi-character-word,méi xiǎng dào,bất ngờ,4,new_hsk,,,0,0,4,2,3,True
没意思,multi-character-word,méi yì si,chán,"1,2,7","boya,new_hsk",,,0,3,4,1,3,True
没意见,multi-character-word,méi yì jiàn,"Không có ý kiến gì, đồng ý",1,boya,,,0,0,2,0,0,True
没收,multi-character-word,mò shōu,tịch thu,6,new_hsk,,,0,3,5,0,2,True
没有,multi-character-word,méi yǒu,không,"1,2","hsk,new_hsk,yct",,,1,10,10,4,2,True
没法,multi-character-word,méi fǎ,không thể làm gì được,4,new_hsk,,,0,1,2,0,2,True
没用,multi-character-word,méi yòng,vô dụng,3,new_hsk,,,0,1,3,0,2,True
没落,multi-character-word,mò luò,suy tàn,"3,7","boya,new_hsk",,,0,2,4,0,2,True
没说的,multi-character-word,méi shuō de,thực sự tốt,7,new_hsk,,,0,3,4,0,3,True
没辙,multi-character-word,méi zhé,không có lối thoát,7,new_hsk,,,0,2,4,0,0,True
没错,multi-character-word,méi cuò,đúng rồi,4,new_hsk,,,0,2,3,0,2,True
没问题,multi-character-word,méi wèn tí,"không vấn đề gì, được thôi",1,boya,,,0,1,5,0,0,True
沧,single-character,cāng,xanh lục hoặc xanh da trời (của nước); rộng lớn (của nước),6,char_dictionary,resolved,水,2,5,7,0,0,False
沧桑,multi-character-word,cāng sāng,thăng trầm,"7,8","boya,new_hsk",,,1,5,7,0,2,True
沫,single-character,mò,bọt; bọt xà phòng,6,char_dictionary,resolved,水,1,4,4,0,0,False
沮,single-character,jǔ,phá hủy; ngừng,6,char_dictionary,resolved,水,1,0,4,0,0,False
沮丧,multi-character-word,jǔ sàng,nản lòng,"3,6,7","boya,hsk,new_hsk",,,0,0,4,0,2,True
河,single-character,hé,sông,"2,3,4","new_hsk,yct",resolved,水,7,10,10,3,0,True
河北,multi-character-word,Hé běi,Hà Bắc (tỉnh ở Trung Quốc).,2,boya,,,0,0,2,0,0,True
河流,multi-character-word,hé liú,"Sông, dòng sông","2,6",boya,,,0,4,10,0,0,True
河畔,multi-character-word,hé pàn,bờ sông,7,new_hsk,,,0,0,3,0,2,True
沸,single-character,fèi,đun sôi,6,char_dictionary,resolved,水,2,5,10,0,0,False
沸沸扬扬,multi-character-word,fèi fèi yáng yáng,ồn ào náo động,7,new_hsk,,,0,3,5,0,4,True
沸腾,multi-character-word,fèi téng,sôi,"6,7","hsk,new_hsk",,,0,2,5,0,2,True
油,single-character,yóu,dầu,2,"boya,new_hsk",resolved,水,13,10,10,0,1,True
油漆,multi-character-word,yóu qī,sơn,3,boya,,,0,1,6,0,2,True
油炸,multi-character-word,yóu zhá,chiên,5,hsk,,,0,2,4,0,2,True
油画,multi-character-word,yóu huà,tranh sơn dầu,7,new_hsk,,,0,3,4,0,2,True
治,single-character,zhì,chữa trị,"4,5","boya,new_hsk",resolved,水,13,10,10,0,1,True
治学,multi-character-word,zhì xué,nghiên cứu học thuật,7,new_hsk,,,0,3,4,0,2,True
治安,multi-character-word,zhì ān,an ninh công cộng,6,hsk,,,0,0,2,0,2,True
治愈,multi-character-word,zhì yù,chữa khỏi,7,new_hsk,,,0,0,3,0,2,True
治理,multi-character-word,zhì lǐ,quản lý,6,"boya,hsk",,,0,0,3,0,2,True
治疗,multi-character-word,zhì liáo,điều trị,"4,5","hsk,new_hsk",,,0,10,10,0,0,True
治病,multi-character-word,zhì bìng,chữa bệnh,6,new_hsk,,,0,0,3,0,2,True
沼,single-character,zhǎo,ao; hồ,6,char_dictionary,resolved,水,1,0,3,0,0,False
沼泽,multi-character-word,zhǎo zé,đầm lầy,7,new_hsk,,,0,0,3,0,0,True
沽,single-character,Gū,viết tắt của Thiên Tân 天津 (cũng gọi 津沽),7,char_dictionary,resolved,水,1,1,3,0,0,False
沽名钓誉,multi-character-word,gū míng diào yù,cầu danh lợi,7,new_hsk,,,0,1,3,0,4,True
沾,single-character,zhān,thấm,7,new_hsk,resolved,水,3,1,10,0,1,True
沾亲带故,multi-character-word,zhān qīn dài gù,"Có dính líu đến họ hàng, bà con xa",8,boya,,,0,0,2,0,0,True
沾光,multi-character-word,zhān guāng,lợi ích từ sự liên kết,"6,7","hsk,new_hsk",,,0,0,3,0,2,True
沾边,multi-character-word,zhān biān,"Có liên quan, dính dáng",3,boya,,,0,0,1,0,0,True
沿,single-character,yán,theo,6,new_hsk,resolved,水,6,10,10,0,1,True
沿岸,multi-character-word,yán'àn,dọc theo bờ biển,"6,7","boya,new_hsk",,,0,4,4,0,2,True
沿海,multi-character-word,yán hǎi,ven biển,6,"hsk,new_hsk",,,0,4,10,0,2,True
沿着,multi-character-word,yán zhe,dọc theo,6,new_hsk,,,0,1,9,0,2,True
沿线,multi-character-word,yán xiàn,dọc theo đường,7,new_hsk,,,0,3,4,0,2,True
沿途,multi-character-word,yán tú,dọc đường,7,new_hsk,,,0,0,2,0,2,True
泄,single-character,xiè,xả,7,new_hsk,resolved,水,6,10,10,0,1,True
泄密,multi-character-word,xiè mì,tiết lộ bí mật,7,new_hsk,,,0,2,3,0,2,True
泄气,multi-character-word,xiè qì,nản chí,7,new_hsk,,,0,0,3,0,0,True
泄漏,multi-character-word,xiè lòu,để tiết lộ,7,new_hsk,,,0,3,5,0,2,True
泄露,multi-character-word,xiè lòu,tiết lộ,7,new_hsk,,,0,1,5,0,0,True
泉,single-character,quán,suối (dòng nước nhỏ); miệng suối,4,char_dictionary,not-resolved,,5,6,10,1,0,False
泉水,multi-character-word,quán shuǐ,"nước suối, suối",7,boya,,,1,0,2,0,0,True
泊,single-character,bó,thả neo; cập bến,6,char_dictionary,resolved,水,2,4,10,0,0,False
泌,single-character,mì,dùng trong 泌陽|泌阳[Bi4 yang2],6,char_dictionary,resolved,水,1,2,5,0,0,False
法,single-character,fǎ,luật,4,new_hsk,resolved,水,15,10,10,4,1,True
法人,multi-character-word,fǎ rén,pháp nhân,6,hsk,,,0,0,3,0,2,True
法则,multi-character-word,fǎ zé,"Quy tắc, pháp tắc, định luật","3,6",boya,,,0,0,2,0,0,True
法国,multi-character-word,Fǎ guó,nước Pháp,1,new_hsk,,,0,0,3,0,0,True
法官,multi-character-word,fǎ guān,thẩm phán,4,new_hsk,,,0,3,10,0,2,True
法宝,multi-character-word,fǎ bǎo,"bảo bối, vũ khí bí mật, thủ đoạn đặc biệt",7,boya,,,0,0,2,0,0,True
法律,multi-character-word,fǎ lǜ,pháp luật,"4,5","boya,hsk,new_hsk",,,0,10,10,1,2,True
法语,multi-character-word,Fǎ yǔ,tiếng Pháp,6,new_hsk,,,0,0,1,0,2,True
法院,multi-character-word,fǎ yuàn,tòa án,"4,5","hsk,new_hsk",,,0,3,10,0,0,True
泛,single-character,fàn,biến thể của 泛[fan4],5,char_dictionary,resolved,水,3,10,10,1,0,False
泛滥,multi-character-word,fàn làn,tràn lan,"6,7","hsk,new_hsk",,,0,1,3,0,2,True
泡,single-character,pào,mụn nước,6,new_hsk,resolved,水,4,10,10,1,1,True
泡沫,multi-character-word,pào mò,bọt,7,new_hsk,,,0,4,4,0,2,True
波,single-character,Bō,Ba Lan; Tiếng Ba Lan,6,char_dictionary,resolved,水,9,10,10,0,0,False
波动,multi-character-word,bō dòng,dao động,"5,6,8","boya,hsk,new_hsk",,,0,1,4,0,2,True
波折,multi-character-word,bō zhé,những khúc ngoặt,7,new_hsk,,,0,2,6,0,2,True
波浪,multi-character-word,bō làng,sóng,6,"hsk,new_hsk",,,0,1,7,0,2,True
波涛,multi-character-word,bō tāo,sóng lớn,"6,7","hsk,new_hsk",,,0,3,4,0,2,True
波澜,multi-character-word,bō lán,làn sóng,7,new_hsk,,,0,4,5,0,2,True
泣,single-character,qì,khóc nức nở,6,char_dictionary,resolved,水,2,6,10,0,0,False
泥,single-character,ní,bùn,6,new_hsk,resolved,水,3,7,10,0,1,True
泥土,multi-character-word,ní tǔ,đất,7,new_hsk,,,0,3,4,0,2,True
泥潭,multi-character-word,ní tán,vũng lầy,7,new_hsk,,,0,3,4,0,2,True
注,single-character,zhù,tập trung,7,new_hsk,resolved,水,11,10,10,2,1,True
注入,multi-character-word,zhù rù,đổ vào,7,new_hsk,,,0,3,4,0,2,True
注册,multi-character-word,zhù cè,đăng ký,5,hsk,,,0,0,2,0,2,True
注定,multi-character-word,zhù dìng,định mệnh,7,new_hsk,,,0,0,1,0,2,True
注射,multi-character-word,zhù shè,tiêm,"5,6","hsk,new_hsk",,,0,0,1,0,0,True
注意,multi-character-word,zhù yì,chú ý,"2,3,4","boya,hsk,new_hsk,yct",,,0,10,10,1,2,True
注视,multi-character-word,zhù shì,chăm chú nhìn,6,hsk,,,0,0,1,0,2,True
注重,multi-character-word,zhù zhòng,chú ý đến,6,hsk,,,0,3,8,0,2,True
泪,single-character,lèi,nước mắt,4,new_hsk,resolved,水,5,9,10,2,1,True
泪水,multi-character-word,lèi shuǐ,nước mắt,4,new_hsk,,,0,4,5,0,2,True
泪珠,multi-character-word,lèi zhū,giọt nước mắt,7,boya,,,0,0,2,0,0,True
泰,single-character,Tài,núi Thái 泰山[Tai4 Shan1] ở Sơn Đông; viết tắt của Thái Lan,6,char_dictionary,not-resolved,,3,0,7,1,0,False
泰国,multi-character-word,Tài guó,nước Thái Lan,"1,2,5","boya,new_hsk",,,0,0,1,1,0,True
泰山,multi-character-word,Tài shān,Thái Sơn (tên núi),6,boya,,,0,0,2,0,0,True
泰斗,multi-character-word,tài dǒu,người lãnh đạo hàng đầu,"6,7","hsk,new_hsk",,,0,0,3,0,2,True
泳,single-character,yǒng,bơi; lội,2,char_dictionary,resolved,水,2,4,10,4,0,False
泻,single-character,xiè,chảy ra,7,new_hsk,resolved,水,1,3,4,0,1,True
泼,single-character,pō,đổ,"5,6","hsk,new_hsk",resolved,水,3,10,10,0,0,True
泼冷水,multi-character-word,pō lěng shuǐ,làm nguội sự nhiệt tình,7,new_hsk,,,0,4,5,0,3,True
泼辣,multi-character-word,pō la,"Đanh đá, chua ngoa, dữ dằn (thường dùng để chỉ phụ nữ)",4,boya,,,0,0,2,0,0,True
泽,single-character,zé,hồ; bể (nước),6,char_dictionary,resolved,水,2,0,4,0,0,False
洁,single-character,jié,sạch sẽ,6,char_dictionary,resolved,水,9,10,10,0,0,False
洁净,multi-character-word,jié jìng,sạch sẽ,7,new_hsk,,,0,3,4,0,2,True
洁白,multi-character-word,jié bái,"Trắng tinh, trắng muốt, trong trắng.",2,boya,,,0,2,4,0,0,True
洋,single-character,yáng,ngoại quốc,6,new_hsk,resolved,水,8,10,10,1,1,True
洋娃娃,multi-character-word,yáng wá wa,"Búp bê Tây, búp bê (kiểu phương Tây)",7,boya,,,0,0,2,0,0,True
洋洋,multi-character-word,yáng yáng,"rộng lớn, mênh mông; bao la; (văn chương, tin tức) dồi dào, phong phú; đắc ý, tự mãn",7,boya,,,1,3,6,1,0,True
洋溢,multi-character-word,yáng yì,tràn ngập,7,new_hsk,,,0,2,5,0,2,True
洋车,multi-character-word,yǎng chē,"Xe kéo, xe tay (thời xưa)",4,boya,,,0,0,2,0,0,True
洒,single-character,sǎ,"tưới, rắc, phun",5,hsk,resolved,水,1,5,10,0,1,True
洗,single-character,xǐ,rửa,"1,2,3","boya,hsk,new_hsk,yct",resolved,水,8,10,10,3,0,True
洗手间,multi-character-word,xǐ shǒu jiān,nhà vệ sinh,"1,2,3,4","hsk,new_hsk,yct",,,0,2,5,0,0,True
洗涤剂,multi-character-word,xǐdíjì,chất tẩy rửa,7,new_hsk,,,0,0,0,0,3,True
洗澡,multi-character-word,xǐ zǎo,tắm,"2,3,4","boya,hsk,new_hsk,yct",,,0,1,3,0,0,True
洗礼,multi-character-word,xǐ lǐ,lễ rửa tội,"5,7","hsk,new_hsk",,,0,3,4,0,2,True
洗衣机,multi-character-word,xǐ yī jī,máy giặt,"2,3",new_hsk,,,0,0,1,0,0,True
洗衣粉,multi-character-word,xǐ yī fěn,bột giặt,6,new_hsk,,,0,3,4,0,3,True
洞,single-character,dòng,lỗ,"2,5,6","boya,hsk",resolved,水,1,3,8,0,1,True
津,single-character,jīn,viết tắt của Thiên Tân 天津[Tian1 jin1],6,char_dictionary,resolved,水,2,5,8,0,0,False
津津有味,multi-character-word,jīn jīn yǒu wèi,với sự quan tâm nồng nhiệt,"6,7","hsk,new_hsk",,,0,0,4,0,4,True
津贴,multi-character-word,jīn tiē,trợ cấp,7,new_hsk,,,0,4,4,0,2,True
洪,single-character,Hóng,họ [Hong2],6,char_dictionary,not-resolved,,2,6,10,0,0,False
洪亮,multi-character-word,hóng liàng,rõ ràng và to,7,new_hsk,,,0,0,1,0,2,True
洪水,multi-character-word,hóng shuǐ,lũ lụt,"5,6","hsk,new_hsk",,,0,4,10,0,2,True
洲,single-character,zhōu,lục địa; đảo trong sông,4,char_dictionary,resolved,水,3,2,10,0,0,False
活,single-character,huó,sống; sống,"2,3","boya,new_hsk",resolved,水,15,10,10,4,1,True
活儿,multi-character-word,huór,"lao động chân tay, công việc khó khăn",7,new_hsk,,,1,3,8,0,2,True
活力,multi-character-word,huó lì,sức sống,"3,5,6,8","boya,hsk,new_hsk",,,0,2,4,1,2,True
活动,multi-character-word,huó dòng,hoạt động; sự kiện,"2,4","boya,hsk,new_hsk",,,0,10,10,2,0,True
活期,multi-character-word,huó qī,khoản tiền gửi không kì hạn,7,new_hsk,,,0,2,3,0,2,True
活泼,multi-character-word,huó pō,sôi nổi,"3,4,5","boya,hsk,new_hsk",,,0,6,6,0,2,True
活该,multi-character-word,huó gāi,đáng đời,7,new_hsk,,,0,1,3,0,0,True
活跃,multi-character-word,huó yuè,hoạt động sôi nổi,"5,6","hsk,new_hsk",,,0,2,7,0,2,True
活蹦乱跳,multi-character-word,huó bèng luàn tiào,"Sống động, nhanh nhẹn, lanh lợi; nhảy nhót lung tung",8,boya,,,0,0,2,0,0,True
洽,single-character,qià,phù hợp; liên hệ,6,char_dictionary,not-resolved,,2,1,8,0,0,False
洽谈,multi-character-word,qià tán,đàm phán,"6,7","hsk,new_hsk",,,0,0,3,0,2,True
派,single-character,pài,phái đi,"3,5","hsk,new_hsk",resolved,水,4,10,10,0,0,True
派出,multi-character-word,pài chū,"cử, phái",6,new_hsk,,,0,5,5,0,2,True
派别,multi-character-word,pài bié,phái,7,new_hsk,,,0,1,3,0,0,True
派遣,multi-character-word,pài qiǎn,cử đi,"6,7","hsk,new_hsk",,,0,1,5,0,2,True
流,single-character,liú,dòng chảy; chảy,2,new_hsk,resolved,水,15,10,10,2,1,True
流传,multi-character-word,liú chuán,lan truyền,"4,5","hsk,new_hsk",,,0,0,5,0,0,True
流入,multi-character-word,liú rù,chảy vào,7,new_hsk,,,0,2,4,0,2,True
流利,multi-character-word,liú lì,lưu loát,"2,4,5","boya,hsk,new_hsk",,,0,0,2,0,0,True
流动,multi-character-word,liú dòng,dòng chảy,7,boya,,,0,0,3,0,2,True
流域,multi-character-word,liú yù,lưu vực,7,new_hsk,,,0,3,6,0,2,True
流失,multi-character-word,liú shī,trôi mất,7,new_hsk,,,0,0,2,0,2,True
流感,multi-character-word,liú gǎn,cúm,6,new_hsk,,,0,4,5,0,2,True
流氓,multi-character-word,liú máng,kẻ côn đồ,"6,7","hsk,new_hsk",,,0,0,3,0,2,True
流水,multi-character-word,liú shuǐ,nước chảy,7,new_hsk,,,0,7,10,0,2,True
流汗,multi-character-word,liú hàn,đổ mồ hôi,4,yct,,,0,0,2,0,2,True
流泪,multi-character-word,liú lèi,rơi lệ,"5,7","hsk,new_hsk",,,0,1,7,0,2,True
流浪,multi-character-word,liú làng,lang thang,"6,7","hsk,new_hsk",,,0,2,5,0,2,True
流淌,multi-character-word,liú tǎng,chảy,7,new_hsk,,,0,3,5,0,2,True
流畅,multi-character-word,liú chàng,trôi chảy,7,new_hsk,,,0,5,7,0,2,True
流程,multi-character-word,liú chéng,quá trình,7,new_hsk,,,0,6,9,0,2,True
流血,multi-character-word,liú xuè,chảy máu,"4,7","hsk,new_hsk",,,0,2,3,0,2,True
流行,multi-character-word,liú xíng,phổ biến,"1,2,4","boya,hsk,new_hsk",,,0,3,10,0,2,True
流转,multi-character-word,liú zhuǎn,lưu thông,7,new_hsk,,,0,4,4,0,2,True
流通,multi-character-word,liú tōng,lưu thông,6,hsk,,,0,0,0,0,2,True
流量,multi-character-word,liú liàng,lưu lượng,7,new_hsk,,,0,3,5,0,2,True
流露,multi-character-word,liú lù,bộc lộ,6,hsk,,,0,1,4,1,2,True
浅,single-character,qiǎn,nông,"1,4,5","boya,hsk,new_hsk",resolved,水,1,6,10,0,1,True
浆,single-character,jiāng,"nước cốt, bột nhão, hồ",6,boya,resolved,水,1,5,8,0,0,True
浇,single-character,jiāo,tưới,"5,7","hsk,new_hsk",resolved,水,0,3,7,0,1,True
浊,single-character,zhuó,đục; nhầy,6,char_dictionary,not-resolved,,2,3,7,0,0,False
测,single-character,cè,phỏng đoán,4,new_hsk,resolved,水,14,10,10,0,1,True
测定,multi-character-word,cè dìng,xác định thông qua đo lường,6,new_hsk,,,0,3,4,0,2,True
测算,multi-character-word,cè suàn,đo lường và tính toán,7,new_hsk,,,0,0,0,0,2,True
测试,multi-character-word,cè shì,kiểm tra,4,new_hsk,,,0,4,7,0,2,True
测量,multi-character-word,cè liáng,đo lường,4,new_hsk,,,0,3,10,0,0,True
测验,multi-character-word,cè yàn,kiểm tra,"5,7","hsk,new_hsk",,,0,2,4,0,2,True
济,single-character,Jǐ,dùng trong địa danh liên quan đến sông Tế 濟水|济水[Ji3 Shui3]; họ [Ji3],4,char_dictionary,resolved,水,6,10,10,2,0,False
