word,hsk,charCount,pinyin,meaningShortVi,meaningFullVi,compounds,collocations,collocationsWithSentences,linkedCollocationSentences,sentences,grammar,reviewedRelations,candidateRelations,oldStatus,newStatus
眼前,3,2,yǎn qián,trước mắt,"ngay trước mắt, tại chỗ; sắp xảy ra, gần đến",0,2,0,0,3,2,0,0,PASS,PASS
眼圈,2,2,yǎn quān,Vòng mắt,"Vòng mắt, vành mắt",0,0,0,0,2,1,0,0,PASS,PASS
眼泪,2,2,yǎn lèi,nước mắt,nước mắt,0,0,0,0,0,1,0,0,PASS,PASS
眼睛,1,2,yǎn jing,mắt,mắt,0,2,0,0,3,3,0,0,PASS,PASS
眼镜,3,2,yǎn jìng,kính mắt,kính (mắt),0,0,0,0,1,2,0,0,PASS,PASS
着急,1,2,zháo jí,lo lắng,"lo lắng, sốt ruột, nôn nóng",0,0,0,0,4,2,0,2,PASS,PASS
睡着,3,2,shuì zháo,ngủ thiếp đi,"ngủ rồi, đã ngủ",0,0,0,0,3,1,0,0,PASS,PASS
睡觉,1,2,shuì jiào,đi ngủ,"đi ngủ, ngủ",0,4,3,5,12,9,0,0,PASS,PASS
瞎子,3,2,xiā zi,Người mù,Người mù,0,0,0,0,2,1,0,0,PASS,PASS
瞬间,3,2,shùn jiān,khoảnh khắc,"Thuấn gian — khoảnh khắc chớp mắt, một tích tắc cực ngắn. Dùng để nhấn mạnh tốc độ và sự thoáng qua.",0,4,0,0,4,1,0,1,PASS,PASS
知识,1,2,zhī shi,kiến thức,kiến thức,1,2,0,0,4,2,0,1,PASS,PASS
知道,1,2,zhī dào,biết,biết,0,3,3,7,10,10,0,1,PASS,PASS
短信,2,2,duǎn xìn,tin nhắn SMS,tin nhắn,0,2,0,0,3,1,0,0,PASS,PASS
短处,3,2,duǎn chu,thiếu sót,"nhược điểm, điểm yếu",0,2,0,0,2,1,0,0,PASS,PASS
短期,3,2,duǎn qī,ngắn hạn,Ngắn hạn,0,1,0,0,3,1,0,0,PASS,PASS
短裤,3,2,duǎn kù,quần short,quần đùi; quần short,0,2,0,0,3,2,0,0,PASS,PASS
石头,3,2,shí tou,đá,đá,0,2,1,1,2,1,0,0,PASS,PASS
石油,3,2,shí yóu,dầu,"dầu mỏ, dầu khoáng",0,2,0,0,2,1,0,0,PASS,PASS
研究,2,2,yán jiū,nghiên cứu,nghiên cứu,1,0,0,0,3,1,0,0,PASS,PASS
破坏,3,2,pò huài,phá hủy,phá hoại,0,1,0,0,0,1,0,0,PASS,PASS
破除,3,2,pò chú,phá bỏ,"Phá trừ — phá bỏ hoàn toàn, loại trừ triệt để (mê tín, hủ tục, rào cản). Nhấn mạnh việc xóa bỏ cái cũ lỗi thời hoặc tiêu cực.",0,4,1,1,4,1,0,0,PASS,PASS
硬座,1,2,yìng zuò,Ghế cứng (trên tàu,"Ghế cứng (trên tàu, xe)",0,0,0,0,2,1,0,0,PASS,PASS
确保,3,2,què bǎo,đảm bảo,"Đảm bảo, cam kết",0,1,0,0,3,1,0,0,PASS,PASS
确定,3,2,què dìng,xác định,"Xác định, chắc chắn; quyết định",0,2,0,0,3,1,0,0,PASS,PASS
确实,1,2,què shí,thực sự,"thực sự, quả thực, chính xác",0,1,1,1,2,2,0,2,PASS,PASS
碰到,2,2,pèng dào,va phải,vấp phải; gặp,0,1,1,3,3,2,0,0,PASS,PASS
碰见,2,2,pèng jiàn,gặp bất ngờ,gặp bất ngờ,0,2,0,0,2,1,0,0,PASS,PASS
碱性,3,2,jiǎn xìng,tính kiềm,"tính kiềm, có tính kiềm",0,0,0,0,2,1,0,0,PASS,PASS
礁石,3,2,jiāo shí,đá ngầm,"đá ngầm, rạn san hô",0,0,0,0,4,1,0,0,PASS,PASS
礼仪,3,2,lǐ yí,nghi lễ,nghi lễ,0,0,0,0,0,1,0,0,PASS,PASS
礼物,1,2,lǐ wù,quà tặng,quà tặng,0,2,1,1,5,3,0,0,PASS,PASS
社交,3,2,shè jiāo,giao tiếp xã hội,"giao tiếp xã hội, xã giao",0,0,0,0,1,1,0,0,PASS,PASS
社会,2,2,shè huì,xã hội,xã hội,0,2,1,1,2,2,0,0,PASS,PASS
祈求,3,2,qí qiú,Cầu xin,"Cầu xin, cầu khẩn",0,0,0,0,2,1,0,0,PASS,PASS
祈祷,3,2,qí dǎo,cầu nguyện,"cầu nguyện, khấn nguyện",0,3,1,1,3,1,0,0,PASS,PASS
祖国,2,2,zǔ guó,tổ quốc,tổ quốc,0,2,0,0,4,1,0,0,PASS,PASS
祝贺,2,2,zhù hè,chúc mừng,"chúc mừng, chúc tụng",0,0,0,0,3,1,0,0,PASS,PASS
神情,3,2,shén qíng,vẻ mặt,"vẻ mặt, thần sắc; biểu cảm trên khuôn mặt",0,0,0,0,4,1,0,0,PASS,PASS
票价,3,2,piào jià,giá vé,giá vé,0,1,0,0,2,1,0,0,PASS,PASS
祭祀,3,2,jì sì,tế lễ,"tế lễ, cúng bái",0,2,2,2,3,1,0,0,PASS,PASS
离婚,3,2,lí hūn,ly hôn,Ly hôn,0,1,1,1,3,1,0,0,PASS,PASS
离开,2,2,lí kāi,rời khỏi,rời khỏi,0,3,1,2,5,4,0,0,PASS,PASS
秋天,1,2,qiū tiān,mùa thu,thu thiên,0,1,0,0,3,1,0,0,PASS,PASS
种子,3,2,zhǒng zi,hạt giống,Hạt giống,0,0,0,0,3,1,0,0,PASS,PASS
种类,2,2,zhǒng lèi,loại,"loại, chủng loại",0,0,0,0,3,1,0,0,PASS,PASS
科学,2,2,kē xué,khoa học,khoa học,0,2,0,0,2,1,0,0,PASS,PASS
科技,3,2,kē jì,khoa học và công nghệ,khoa học và công nghệ,1,2,0,0,2,1,0,0,PASS,PASS
秘书,3,2,mì shū,thư ký,"thư ký, người phụ trợ",0,0,0,0,3,1,0,0,PASS,PASS
秩序,3,2,zhì xù,trật tự,trật tự,0,2,0,0,4,1,0,1,PASS,PASS
积极,2,2,jī jí,tích cực,"tích cực, chủ động; hăng hái",0,2,1,1,2,1,0,0,PASS,PASS
称为,3,2,chēng wéi,được gọi là,"được gọi là, được coi là",0,1,1,1,2,1,0,0,PASS,PASS
移植,3,2,yí zhí,cấy ghép,"cấy ghép, di chuyển",0,4,3,3,4,1,0,0,PASS,PASS
稀饭,2,2,xī fàn,Cháo loãng,Cháo loãng,0,0,0,0,2,1,0,0,PASS,PASS
程度,2,2,chéng dù,mức độ,mức độ; trình độ,0,2,0,0,1,1,0,1,PASS,PASS
稍等,2,2,shāo děng,Đợi chút,"Đợi chút, chờ một lát",0,0,0,0,2,1,0,0,PASS,PASS
空儿,1,2,kòngr ,thời gian rảnh,"thời gian rảnh, lúc rảnh",0,0,0,0,2,1,1,0,PASS,PASS
空前,3,2,kōng qián,chưa từng có,"chưa từng có, vượt mức",1,0,0,0,1,1,0,0,PASS,PASS
空气,1,2,kōng qì,không khí,không khí,0,1,1,1,2,1,0,1,PASS,PASS
空洞,3,2,kōng dòng,trống rỗng,"Không động (không-động): trống rỗng, thiếu nội dung thực chất; hoặc hang rỗng, lỗ hổng trong vật thể.",0,3,1,1,4,1,0,0,PASS,PASS
空调,1,2,kōng tiáo,máy điều hòa,máy điều hòa không khí; điều chỉnh nhiệt độ,0,2,1,1,2,1,0,0,PASS,PASS
空难,3,2,kōng nàn,tai nạn hàng không,tai nạn máy bay; thảm họa hàng không,0,4,2,2,4,1,0,0,PASS,PASS
穿过,2,2,chuān guò,xuyên qua,"Xuyên quá — đi xuyên qua, vượt qua từ bên này sang bên kia.",0,4,1,1,5,2,0,0,PASS,PASS
突出,3,2,tū chū,nổi bật,"nổi bật, nổi trội",0,2,0,0,2,1,0,0,PASS,PASS
突然,2,2,tū rán,đột nhiên,Đột nhiên,0,0,0,0,5,3,0,1,PASS,PASS
窗户,2,2,chuāng hu,cửa sổ,cửa sổ,0,2,0,0,3,2,0,0,PASS,PASS
立刻,2,2,lì kè,ngay lập tức,Ngay lập tức,0,0,0,0,5,4,0,2,PASS,PASS
站住,2,2,zhàn zhu,dừng lại,dừng lại,0,2,0,0,2,1,0,1,PASS,PASS
竟然,2,2,jìng rán,không ngờ,không ngờ,0,1,1,3,4,2,0,0,PASS,PASS
童年,3,2,tóng nián,thời thơ ấu,thời thơ ấu,0,1,1,2,2,1,0,0,PASS,PASS
端倪,3,2,duān ní,Manh mối,"Manh mối, dấu hiệu, khởi đầu",0,0,0,0,2,1,0,0,PASS,PASS
竹子,2,2,zhú zi,tre,"cây tre, trúc",0,1,1,3,3,1,0,0,PASS,PASS
笑话,2,2,xiào hua,trò cười,"trò cười, truyện cười",1,3,1,1,3,1,0,0,PASS,PASS
笔记,2,2,bǐ jì,ghi chép,ghi chép,1,1,1,3,3,2,0,0,PASS,PASS
符合,3,2,fú hé,phù hợp,"phù hợp, đúng với",0,0,0,0,0,1,0,3,PASS,PASS
第一,2,2,dì yī,đầu tiên,đầu tiên; thứ nhất,0,2,1,1,10,8,0,0,PASS,PASS
等于,2,2,děng yú,bằng,bằng,0,1,1,2,2,1,0,0,PASS,PASS
等到,2,2,děng dào,chờ cho đến,đẳng đáo,0,2,0,0,2,1,0,0,PASS,PASS
等待,3,2,děng dài,chờ đợi,chờ đợi,0,2,0,0,1,1,0,0,PASS,PASS
答应,2,2,dā ying,trả lời,đồng ý,0,2,0,0,2,2,0,1,PASS,PASS
筷子,2,2,kuài zi,đũa,đũa,0,2,0,0,2,1,0,0,PASS,PASS
简化,3,2,jiǎn huà,đơn giản hóa,"đơn giản hóa, giản lược; làm cho trở nên đơn giản, bớt phức tạp hơn",1,3,0,0,4,1,0,0,PASS,PASS
简单,1,2,jiǎn dān,đơn giản,"đơn giản, giản dị; dễ dàng",0,2,1,2,2,3,0,1,PASS,PASS
简直,3,2,jiǎn zhí,đơn giản là,"giản trọc (thực sự,简直 không thể tin được)",0,3,1,1,4,2,0,0,PASS,PASS
算了,2,2,suàn le,bỏ qua,bỏ qua,0,1,1,1,3,1,0,2,PASS,PASS
算盘,3,2,suàn pán,bàn tính,bàn tính,0,0,0,0,0,1,0,0,PASS,PASS
管理,3,2,guǎn lǐ,quản lý,"quản lý; điều hành, giám sát và chịu trách nhiệm về một tổ chức, dự án hoặc nhóm người",0,2,0,0,2,1,0,1,PASS,PASS
箱子,2,2,xiāng zi,hộp,"Hộp, vali. 箱 (ương) = cái rương/hộp + 子 (tử) = hậu tố. Vật đựng đồ có nắp.",0,1,1,2,2,2,0,0,PASS,PASS
篮球,2,2,lán qiú,bóng rổ,bóng rổ,1,2,1,3,9,7,0,0,PASS,PASS
簇拥,3,2,cù yōng,đám đông xung quanh,"vây quanh, xúm lại",0,4,3,3,4,1,0,0,PASS,PASS
米饭,1,2,mǐ fàn,cơm,cơm (gạo),0,3,3,7,7,4,0,0,PASS,PASS
类似,3,2,lèi sì,tương tự,"tương tự, giống nhau; gần giống",0,2,0,0,2,1,0,2,PASS,PASS
粉色,2,2,fěn sè,màu hồng,"Phấn sắc (phấn-sắc): màu hồng, màu phấn — sắc hồng nhạt như bột phấn; thường gắn với sự nữ tính và dịu dàng.",0,3,0,0,4,1,0,0,PASS,PASS
精彩,2,2,jīng cǎi,tuyệt vời,"tuyệt vời, xuất sắc; rực rỡ",0,2,1,1,2,1,0,2,PASS,PASS
精神,2,2,jīng shén,tinh thần,tinh thần,0,2,1,1,3,2,0,0,PASS,PASS
糊涂,2,2,hú tu,ngu ngốc,ngu ngốc,0,2,0,0,4,1,0,0,PASS,PASS
糟糕,1,2,zāo gāo,quá tệ,"tệ quá, thật xui, hỏng rồi — thán từ/tính từ biểu thị sự bực bội, hối tiếc khi gặp chuyện xấu; tương đương 'ôi thôi', 'chết rồi' trong tiếng Việt.",0,4,1,1,4,1,0,0,PASS,PASS
紧张,1,2,jǐn zhāng,căng thẳng,căng thẳng,0,2,0,0,5,4,0,0,PASS,PASS
纠纷,3,2,jiū fēn,tranh chấp,tranh chấp,0,1,1,1,3,1,0,0,PASS,PASS
红火,3,2,hóng huo,sôi động,"sôi nổi, phồn vinh, đang phát triển tốt",0,2,0,0,3,1,0,0,PASS,PASS
红色,2,2,hóng sè,màu đỏ,màu đỏ,0,2,0,0,4,3,0,0,PASS,PASS
红茶,3,2,hóng chá,trà đỏ (phân loại theo Trung Quốc),"Trà đỏ, trà hồng trà",0,2,1,1,3,1,0,0,PASS,PASS
红酒,3,2,hóng jiǔ,rượu vang đỏ,Rượu vang đỏ,0,2,0,0,3,1,0,0,PASS,PASS
纪录,3,2,jì lù,kỷ lục,kỷ lục,0,2,1,1,3,3,1,0,PASS,PASS
纪念,3,2,jì niàn,kỷ niệm,Kỷ niệm,0,0,0,0,3,1,0,1,PASS,PASS
练习,2,2,liàn xí,luyện tập,luyện tập,0,3,0,0,4,3,0,0,PASS,PASS
组合,3,2,zǔ hé,kết hợp,"kết hợp, tổ hợp",0,2,0,0,2,1,0,1,PASS,PASS
组成,2,2,zǔ chéng,cấu thành,cấu thành; tạo thành,0,1,0,0,0,1,0,0,PASS,PASS
组织,2,2,zǔ zhī,tổ chức,tổ chức,0,0,0,0,0,0,0,2,PARTIAL,BLOCKED-NO-SUPPORTING-EVIDENCE
组长,2,2,zǔ zhǎng,nhóm trưởng,nhóm trưởng,0,2,1,1,3,1,0,0,PASS,PASS
细微,3,2,xì wēi,tí hon,"nhỏ, tinh tế, tỉ mỉ",0,0,0,0,1,1,0,0,PASS,PASS
细腻,3,2,xì nì,mịn màng,"Tế nhị — mịn màng, tinh tế; dùng để tả cảm xúc, văn phong, da dẻ hay đồ vật có kết cấu mịn và sâu sắc.",0,4,2,2,4,1,0,0,PASS,PASS
终于,1,2,zhōng yú,cuối cùng,"Cuối cùng, rốt cuộc",0,2,0,0,6,6,0,2,PASS,PASS
经典,3,2,jīng diǎn,kinh điển,"kinh điển; mẫu mực, tiêu biểu; tác phẩm xuất sắc",0,2,0,0,2,1,1,0,PASS,PASS
经历,2,2,jīng lì,trải nghiệm,"trải nghiệm, kinh nghiệm",0,2,0,0,0,1,0,1,PASS,PASS
经常,2,2,jīng cháng,thường xuyên,thường xuyên,0,3,1,1,4,2,0,3,PASS,PASS
经济,2,2,jīng jì,kinh tế,"kinh tế; điều kiện tài chính, tình hình tiền bạc",0,2,0,0,4,3,0,0,PASS,PASS
经理,2,2,jīng lǐ,giám đốc,giám đốc,1,1,0,0,5,4,0,0,PASS,PASS
经营,3,2,jīng yíng,quản lý,"quản lý, kinh doanh, điều hành công việc buôn bán",0,2,0,0,1,1,0,1,PASS,PASS
经过,2,2,jīng guò,đi qua,đi qua,0,2,0,0,5,4,0,1,PASS,PASS
经验,2,2,jīng yàn,kinh nghiệm,kinh nghiệm,0,2,0,0,2,2,0,0,PASS,PASS
结合,3,2,jié hé,kết hợp,kết hợp,0,1,0,0,1,1,0,1,PASS,PASS
结婚,3,2,jié hūn,kết hôn,"Kết hôn, lấy vợ/chồng",0,3,0,0,4,2,0,0,PASS,PASS
结实,3,2,jiē shi,bền,Bền chắc,0,0,0,0,3,1,0,0,PASS,PASS
结束,2,2,jié shù,kết thúc,kết thúc,0,2,0,0,2,1,0,0,PASS,PASS
结果,2,2,jié guǒ,kết quả,kết quả,0,2,0,0,2,1,0,0,PASS,PASS
结论,2,2,jié lùn,kết luận,kết luận,0,0,0,0,0,1,0,0,PASS,PASS
绝对,3,2,jué duì,tuyệt đối,"tuyệt đối, hoàn toàn",0,0,0,0,0,1,0,0,PASS,PASS
继续,1,2,jì xù,tiếp tục,tiếp tục,0,2,0,0,2,1,0,3,PASS,PASS
绿色,2,2,lǜ sè,màu xanh lá cây,màu xanh lá,0,3,0,0,4,2,0,0,PASS,PASS
绿茶,3,2,lǜ chá,trà xanh,Trà xanh,0,0,0,0,3,1,0,0,PASS,PASS
缺乏,3,2,quē fá,thiếu,thiếu,0,3,2,2,3,2,0,1,PASS,PASS
缺少,3,2,quē shǎo,thiếu,thiếu; thiếu hụt,0,2,0,0,3,2,0,1,PASS,PASS
缺席,3,2,quē xí,vắng mặt,"khuyết tịch — vắng mặt tại một sự kiện, buổi họp, phiên tòa mà đáng lẽ phải có mặt",0,3,2,2,4,1,0,0,PASS,PASS
缺点,3,2,quē diǎn,khuyết điểm,khuyết điểm; điểm yếu; nhược điểm,0,2,0,0,2,1,0,1,PASS,PASS
缺课,2,2,quē kè,Bỏ học,"Bỏ học, nghỉ học, vắng mặt trong giờ học.",0,0,0,0,2,1,0,0,PASS,PASS
网上,1,2,wǎng shàng,trực tuyến,"trên mạng, trực tuyến (trên Internet)",0,4,1,1,5,2,0,0,PASS,PASS
网友,1,2,wǎng yǒu,bạn bè trên Internet,"bạn trên mạng, bạn online",0,3,1,1,4,1,0,0,PASS,PASS
网球,2,2,wǎng qiú,quần vợt,quần vợt,0,2,2,2,3,1,0,0,PASS,PASS
网站,2,2,wǎng zhàn,trang web,trang web,0,1,0,0,2,1,0,0,PASS,PASS
网络,3,2,wǎng luò,mạng,"võng lạc (mạng lưới, mạng Internet)",0,2,0,0,1,1,0,0,PASS,PASS
罗马,2,2,Luó mǎ,Roma (thủ đô của Ý),Roma (thủ đô của Ý).,0,0,0,0,2,1,0,0,PASS,PASS
羊排,2,2,yáng pái,Sườn cừu,Sườn cừu,0,0,0,0,2,1,0,0,PASS,PASS
羊肉,2,2,yáng ròu,thịt cừu,thịt cừu,0,2,1,2,3,2,0,0,PASS,PASS
美丽,2,2,měi lì,đẹp,"đẹp, xinh đẹp; lộng lẫy",0,1,0,0,3,3,0,2,PASS,PASS
美元,3,2,měi yuán,Đô la Mỹ,"đô la Mỹ, USD",0,1,0,0,1,1,0,0,PASS,PASS
美好,3,2,měi hǎo,tốt đẹp,"tốt đẹp, tuyệt vời; tươi sáng",0,2,0,0,2,1,0,0,PASS,PASS
美术,2,2,měi shù,nghệ thuật,"mỹ thuật; nghệ thuật tạo hình như hội họa, điêu khắc, kiến trúc, thiết kế",1,2,1,1,2,1,0,1,PASS,PASS
美食,3,2,měi shí,ẩm thực ngon,"Đặc sản, món ngon, ẩm thực",0,2,0,0,3,1,0,0,PASS,PASS
羡慕,2,2,xiàn mù,ngưỡng mộ,"ngưỡng mộ, ghê tị, thèm muốn",0,2,0,0,3,1,0,1,PASS,PASS
翻译,1,2,fān yì,dịch giả,"phiên dịch, dịch thuật",0,2,0,0,2,1,0,0,PASS,PASS
老人,1,2,lǎo rén,người già,"người già, người lớn tuổi",0,2,1,1,4,1,0,0,PASS,PASS
老婆,2,2,lǎo po,vợ,lão + bà (vợ),0,0,0,0,3,1,0,1,PASS,PASS
老家,2,2,lǎo jiā,quê hương,"Quê hương, nơi gốc. 老 (lão) = già/cũ + 家 (gia) = nhà. Nơi sinh ra và lớn lên.",0,1,1,1,1,1,0,2,PASS,PASS
老师,1,2,lǎo shī,giáo viên,giáo viên,0,2,1,1,20,10,0,1,PASS,PASS
老年,2,2,lǎo nián,tuổi già,tuổi già,0,2,1,1,3,1,0,0,PASS,PASS
老是,2,2,lǎo shì,luôn luôn,lão thị,0,2,0,0,2,1,0,3,PASS,PASS
老板,3,2,lǎo bǎn,ông chủ,"ông chủ, người chủ",0,2,0,0,2,1,0,1,PASS,PASS
老虎,3,2,lǎohǔ,con hổ,"con hổ, hổ",0,0,0,0,3,1,0,0,PASS,PASS
考上,1,2,kǎo shàng,Thi đỗ,"Thi đỗ, đậu (kỳ thi)",0,0,0,0,2,1,0,0,PASS,PASS
考生,2,2,kǎo shēng,thí sinh,thí sinh,0,0,0,0,2,1,0,0,PASS,PASS
考虑,1,2,kǎo lǜ,xem xét,"cân nhắc, suy nghĩ, xem xét",0,2,1,1,3,2,0,0,PASS,PASS
考试,1,2,kǎo shì,thi,"thi, kỳ thi",0,3,3,6,7,4,0,0,PASS,PASS
考验,3,2,kǎo yàn,thử nghiệm,thử thách,0,1,0,0,2,1,0,1,PASS,PASS
而且,2,2,ér qiě,ngoài ra,nhị thả,0,2,0,0,5,4,0,2,PASS,PASS
耐心,2,2,nài xīn,kiên nhẫn,"kiên nhẫn, sự kiên nhẫn; nhẫn nại",0,0,0,0,3,1,0,0,PASS,PASS
耳朵,1,2,ěr duo,tai,tai (cơ quan thính giác); quai (cái quai cầm),0,2,0,0,5,2,0,0,PASS,PASS
耳机,3,2,ěr jī,tai nghe,tai nghe,0,2,0,0,2,1,0,0,PASS,PASS
职业,3,2,zhí yè,nghề nghiệp,"Nghề nghiệp, công việc chuyên môn",0,2,0,0,3,1,0,0,PASS,PASS
职工,3,2,zhí gōng,nhân viên và công nhân,"nhân viên, công nhân",0,2,0,0,2,1,0,0,PASS,PASS
联欢,1,2,lián huān,tổ chức cuộc gặp thân mật,"liên hoan, gặp gỡ vui vẻ chung vui (thường là sự kiện tập thể)",1,3,2,3,4,1,0,0,PASS,PASS
联系,2,2,lián xì,liên lạc,"Liên lạc, liên hệ",0,2,0,0,3,2,0,2,PASS,PASS
聚会,1,2,jù huì,tụ họp,tụ họp; bữa tiệc,0,1,1,2,2,1,0,0,PASS,PASS
聚餐,2,2,jù cān,Ăn liên hoan,"Ăn liên hoan, tụ tập ăn uống, bữa ăn tập thể.",0,0,0,0,2,1,0,0,PASS,PASS
聪明,3,2,cōng ming,thông minh,"Thông minh - có trí tuệ tốt, hiểu nhanh, học giỏi.",0,3,0,0,4,2,0,0,PASS,PASS
肌肉,3,2,jī ròu,cơ bắp,cơ bắp,0,0,0,0,0,0,0,0,PARTIAL,BLOCKED-NO-SUPPORTING-EVIDENCE
肚子,2,2,dù zi,bụng,bụng,0,2,0,0,2,1,0,0,PASS,PASS
肠道,3,2,cháng dào,Đường ruột,Đường ruột,0,0,0,0,2,1,0,0,PASS,PASS
背后,3,2,bèi hòu,ở phía sau,"Phía sau, sau lưng; (nghĩa bóng) bí mật",0,4,1,1,3,1,0,0,PASS,PASS
背景,3,2,bèi jǐng,nền,"bối cảnh, hoàn cảnh; nền (ảnh, vẽ)",0,2,0,0,2,1,0,0,PASS,PASS
胜利,2,2,shèng lì,chiến thắng,"chiến thắng, thắng lợi",0,2,0,0,1,1,0,0,PASS,PASS
能力,2,2,néng lì,khả năng,khả năng; năng lực; tài năng,0,2,0,0,2,1,0,3,PASS,PASS
能够,2,2,néng gòu,có thể,có thể,0,2,0,0,2,1,0,2,PASS,PASS
脂肪,3,2,zhī fáng,chất béo,chi phương (chất béo — thuật ngữ y học và dinh dưỡng); bao gồm cả mỡ động vật và dầu thực vật,0,3,1,1,4,1,0,0,PASS,PASS
脸色,1,2,liǎn sè,sắc mặt,"màu mặt; sắc diện; vẻ mặt, biểu hiện cảm xúc trên gương mặt",0,0,0,0,3,1,0,0,PASS,PASS
自主,3,2,zì zhǔ,tự hành,"t chủ động, tự quyết định; độc lập",0,1,0,0,0,1,0,0,PASS,PASS
自从,3,2,zì cóng,từ,từ lúc; kể từ,0,2,0,0,3,2,0,0,PASS,PASS
自动,3,2,zì dòng,tự động,tự động; hoạt động một mình không cần người tác động,0,2,0,0,2,1,0,0,PASS,PASS
自己,1,2,zì jǐ,bản thân,bản thân,0,2,2,2,12,10,0,1,PASS,PASS
自然,3,2,zì rán,tự nhiên,tự nhiên; đương nhiên,1,2,0,0,2,1,0,0,PASS,PASS
自豪,3,2,zì háo,tự hào,tự hào,0,2,0,0,4,1,0,1,PASS,PASS
自身,3,2,zì shēn,bản thân,"bản thân, chính mình",0,1,0,0,2,1,0,1,PASS,PASS
至今,3,2,zhì jīn,cho đến nay,Cho đến nay,0,0,0,0,3,1,0,0,PASS,PASS
至少,3,2,zhì shǎo,ít nhất,Ít nhất,0,0,0,0,3,1,0,0,PASS,PASS
舒服,1,2,shū fu,thoải mái,thoải mái,0,2,0,0,5,3,1,0,PASS,PASS
舞台,3,2,wǔ tái,sân khấu,Sân khấu,0,2,1,1,2,1,0,0,PASS,PASS
舞蹈,3,2,wǔ dǎo,nhảy múa,"nhảy múa; điệu múa, vũ điệu (vũ đạo)",0,3,2,2,4,1,0,1,PASS,PASS
航班,2,2,háng bān,chuyến bay,"chuyến bay, chuyến bay định kỳ",0,3,0,0,3,1,0,0,PASS,PASS
色彩,3,2,sè cǎi,màu sắc,màu sắc,0,0,0,0,2,1,0,1,PASS,PASS
艺术,2,2,yì shù,nghệ thuật,Nghệ thuật,0,2,1,1,2,1,0,1,PASS,PASS
节奏,3,2,jié zòu,nhịp điệu,Tiết tấu — nhịp điệu; nhịp; tiết tấu.,0,0,0,0,3,1,0,0,PASS,PASS
节日,2,2,jié rì,lễ hội,lễ hội,0,1,0,0,3,2,0,0,PASS,PASS
节目,1,2,jié mù,chương trình,chương trình,0,2,1,1,4,2,0,0,PASS,PASS
节约,3,2,jié yuē,tiết kiệm,tiết kiệm,0,2,1,1,2,1,0,0,PASS,PASS
花园,2,2,huā yuán,vườn hoa,vườn hoa,0,2,1,2,2,1,0,0,PASS,PASS
花生,3,2,huā shēng,đậu phộng,đậu phộng,0,2,0,0,4,1,0,0,PASS,PASS
苍蝇,2,2,cāng yíng,ruồi,"Con ruồi — loài côn trùng hai cánh, màu xám xanh, thường đậu vào thức ăn và mang mầm bệnh. Hán-Việt: thương dăng.",0,4,3,3,4,1,0,0,PASS,PASS
苦恼,2,2,kǔ nǎo,phiền muộn,"phiền muộn, đau khổ trong lòng",0,2,1,1,3,1,0,0,PASS,PASS
英文,1,2,Yīng wén,tiếng Anh,tiếng Anh,0,1,1,2,2,1,0,1,PASS,PASS
英语,2,2,Yīng yǔ,tiếng Anh,tiếng Anh,0,2,1,1,4,3,0,1,PASS,PASS
苹果,1,2,píng guǒ,táo,Quả táo,0,3,2,3,10,10,0,0,PASS,PASS
茂密,3,2,mào mì,dày đặc,"Mậu mật — rậm rạp, um tùm; chỉ cây cối tươi tốt che kín dày đặc không thấy ánh sáng lọt qua.",0,4,0,0,4,1,0,0,PASS,PASS
范围,3,2,fàn wéi,phạm vi,"phạm vi, giới hạn; khu vực",0,1,0,0,0,1,0,0,PASS,PASS
范畴,3,2,fàn chóu,thể loại,"Phạm trù — lĩnh vực, phạm vi thuộc về một loại nhất định; dùng trong triết học và ngôn ngữ học để chỉ nhóm khái niệm cùng loại.",0,4,2,2,4,1,0,0,PASS,PASS
茫然,3,2,máng rán,bỡ ngỡ,"bỡ ngỡ, mông lung, không biết gì",0,2,0,0,4,1,0,0,PASS,PASS
草原,2,2,cǎo yuán,thảo nguyên,"Thảo nguyên, đồng cỏ",0,0,0,0,3,2,0,0,PASS,PASS
草地,2,2,cǎo dì,bãi cỏ,bãi cỏ,0,2,0,0,2,1,0,0,PASS,PASS
荒岛,3,2,huāng dǎo,đảo hoang,đảo hoang,0,0,0,0,2,1,0,0,PASS,PASS
荔枝,3,2,lì zhī,Vải (quả vải),Vải (quả vải),0,0,0,0,2,1,0,0,PASS,PASS
荣誉,3,2,róng yù,vinh dự,vinh dự,0,2,0,0,4,1,0,0,PASS,PASS
药店,2,2,yào diàn,hiệu thuốc,hiệu thuốc,0,2,0,0,2,1,0,0,PASS,PASS
药水,2,2,yào shuǐ,thuốc nước,thuốc nước,0,2,1,1,2,1,0,0,PASS,PASS
药片,2,2,yào piàn,viên thuốc,viên thuốc,0,2,0,0,1,1,0,0,PASS,PASS
莲子,2,2,lián zǐ,hạt sen,hạt sen,0,2,1,1,3,1,0,0,PASS,PASS
菜单,2,2,cài dān,thực đơn,thực đơn,0,2,0,0,2,1,0,0,PASS,PASS
菜系,2,2,cài xì,Trường phái ẩm thực,"Trường phái ẩm thực, phong cách nấu ăn",0,0,0,0,2,1,0,0,PASS,PASS
菜肴,3,2,cài yáo,Món ăn,"Món ăn, thức ăn",0,0,0,0,2,1,0,0,PASS,PASS
菩萨,3,2,pú sà,Bồ Tát,"Bồ Tát (vị giác ngộ trong Phật giáo, từ bi hỉ xả)",0,3,3,3,4,1,0,0,PASS,PASS
